space_id,band,orid,claim_idx,n_claims,in_pilot,rep1,rep2,archived,agree
leasonlyx/repro-any3d-vla-enhancing-vla-robustness,m=2,zyMvoKYWMZ,5,6,False,toy,inconclusive,toy,False
leasonlyx/repro-any3d-vla-enhancing-vla-robustness,m=2,zyMvoKYWMZ,6,6,False,inconclusive,inconclusive,inconclusive,True
rdubwiley/repro-balanced-lora-removing-parameter-invariance-to-accelerate-convergence,m=2,kHInw3cjCP,1,6,False,toy,verified,verified,False
rdubwiley/repro-balanced-lora-removing-parameter-invariance-to-accelerate-convergence,m=2,kHInw3cjCP,2,6,False,verified,verified,verified,True
rdubwiley/repro-balanced-lora-removing-parameter-invariance-to-accelerate-convergence,m=2,kHInw3cjCP,3,6,False,verified,inconclusive,inconclusive,False
rdubwiley/repro-balanced-lora-removing-parameter-invariance-to-accelerate-convergence,m=2,kHInw3cjCP,4,6,False,inconclusive,inconclusive,inconclusive,True
rdubwiley/repro-balanced-lora-removing-parameter-invariance-to-accelerate-convergence,m=2,kHInw3cjCP,5,6,False,inconclusive,inconclusive,inconclusive,True
rdubwiley/repro-balanced-lora-removing-parameter-invariance-to-accelerate-convergence,m=2,kHInw3cjCP,6,6,False,inconclusive,inconclusive,inconclusive,True
sisaacson/repro-regulating-anatomy-aware-rewards-via-trajectory-integral-feedback-for-volumetric-computed,m=2,6YVSHa3g4b,1,6,False,inconclusive,inconclusive,inconclusive,True
sisaacson/repro-regulating-anatomy-aware-rewards-via-trajectory-integral-feedback-for-volumetric-computed,m=2,6YVSHa3g4b,2,6,False,toy,toy,toy,True
sisaacson/repro-regulating-anatomy-aware-rewards-via-trajectory-integral-feedback-for-volumetric-computed,m=2,6YVSHa3g4b,3,6,False,inconclusive,inconclusive,inconclusive,True
sisaacson/repro-regulating-anatomy-aware-rewards-via-trajectory-integral-feedback-for-volumetric-computed,m=2,6YVSHa3g4b,4,6,False,toy,toy,toy,True
sisaacson/repro-regulating-anatomy-aware-rewards-via-trajectory-integral-feedback-for-volumetric-computed,m=2,6YVSHa3g4b,5,6,False,toy,toy,toy,True
sisaacson/repro-regulating-anatomy-aware-rewards-via-trajectory-integral-feedback-for-volumetric-computed,m=2,6YVSHa3g4b,6,6,False,inconclusive,inconclusive,inconclusive,True
AceVikings/repro-causal-discovery-for-irregularly-time-series-with-consistency-guarantees,m=2,y5GiPedJPV,1,6,False,verified,verified,verified,True
AceVikings/repro-causal-discovery-for-irregularly-time-series-with-consistency-guarantees,m=2,y5GiPedJPV,2,6,False,toy,toy,toy,True
AceVikings/repro-causal-discovery-for-irregularly-time-series-with-consistency-guarantees,m=2,y5GiPedJPV,3,6,False,falsified,inconclusive,verified,False
AceVikings/repro-causal-discovery-for-irregularly-time-series-with-consistency-guarantees,m=2,y5GiPedJPV,4,6,False,inconclusive,inconclusive,inconclusive,True
AceVikings/repro-causal-discovery-for-irregularly-time-series-with-consistency-guarantees,m=2,y5GiPedJPV,5,6,False,falsified,falsified,falsified,True
AceVikings/repro-causal-discovery-for-irregularly-time-series-with-consistency-guarantees,m=2,y5GiPedJPV,6,6,False,falsified,falsified,falsified,True
Meriem-DH/repro-symbol-equivariant-recurrent-reasoning-models,m=2,1YCpxT3t5V,1,6,False,falsified,falsified,toy,True
Meriem-DH/repro-symbol-equivariant-recurrent-reasoning-models,m=2,1YCpxT3t5V,2,6,False,verified,verified,verified,True
Meriem-DH/repro-symbol-equivariant-recurrent-reasoning-models,m=2,1YCpxT3t5V,3,6,False,verified,toy,verified,False
Meriem-DH/repro-symbol-equivariant-recurrent-reasoning-models,m=2,1YCpxT3t5V,4,6,False,inconclusive,toy,inconclusive,False
Meriem-DH/repro-symbol-equivariant-recurrent-reasoning-models,m=2,1YCpxT3t5V,5,6,False,verified,verified,verified,True
Meriem-DH/repro-symbol-equivariant-recurrent-reasoning-models,m=2,1YCpxT3t5V,6,6,False,verified,verified,verified,True
Srishti280992/repro-tg-rag-reasoning-guidance,m=2,W34UyCRQel,1,2,False,toy,toy,toy,True
Srishti280992/repro-tg-rag-reasoning-guidance,m=2,W34UyCRQel,2,2,False,toy,toy,toy,True
DineshAI/73YmKB7KpW,m=2,73YmKB7KpW,1,3,False,verified,verified,verified,True
DineshAI/73YmKB7KpW,m=2,73YmKB7KpW,2,3,False,verified,verified,verified,True
DineshAI/73YmKB7KpW,m=2,73YmKB7KpW,3,3,False,verified,verified,verified,True
sotayamashita/repro-a-hitchhiker-s-guide-to-poisson-gradient-estimation,m=2,T4Ibp5vLpE,1,5,False,falsified,falsified,falsified,True
sotayamashita/repro-a-hitchhiker-s-guide-to-poisson-gradient-estimation,m=2,T4Ibp5vLpE,2,5,False,verified,verified,verified,True
sotayamashita/repro-a-hitchhiker-s-guide-to-poisson-gradient-estimation,m=2,T4Ibp5vLpE,3,5,False,falsified,falsified,falsified,True
sotayamashita/repro-a-hitchhiker-s-guide-to-poisson-gradient-estimation,m=2,T4Ibp5vLpE,4,5,False,inconclusive,inconclusive,inconclusive,True
sotayamashita/repro-a-hitchhiker-s-guide-to-poisson-gradient-estimation,m=2,T4Ibp5vLpE,5,5,False,inconclusive,inconclusive,inconclusive,True
Firemedic15/repro-cve-factory-scaling-expert-level-agentic-tasks-for-code-security-vulnerability,m=2,BkMSFFtm5M,1,6,False,verified,verified,verified,True
Firemedic15/repro-cve-factory-scaling-expert-level-agentic-tasks-for-code-security-vulnerability,m=2,BkMSFFtm5M,2,6,False,verified,verified,verified,True
Firemedic15/repro-cve-factory-scaling-expert-level-agentic-tasks-for-code-security-vulnerability,m=2,BkMSFFtm5M,3,6,False,toy,toy,toy,True
Firemedic15/repro-cve-factory-scaling-expert-level-agentic-tasks-for-code-security-vulnerability,m=2,BkMSFFtm5M,4,6,False,verified,verified,verified,True
Firemedic15/repro-cve-factory-scaling-expert-level-agentic-tasks-for-code-security-vulnerability,m=2,BkMSFFtm5M,5,6,False,toy,toy,toy,True
Firemedic15/repro-cve-factory-scaling-expert-level-agentic-tasks-for-code-security-vulnerability,m=2,BkMSFFtm5M,6,6,False,inconclusive,inconclusive,inconclusive,True
ai-sherpa/transformers-posterior-predictive-repro,m=2,jfKliftgkl,1,5,False,verified,verified,verified,True
ai-sherpa/transformers-posterior-predictive-repro,m=2,jfKliftgkl,2,5,False,verified,verified,verified,True
ai-sherpa/transformers-posterior-predictive-repro,m=2,jfKliftgkl,3,5,False,verified,verified,verified,True
ai-sherpa/transformers-posterior-predictive-repro,m=2,jfKliftgkl,4,5,False,verified,verified,verified,True
ai-sherpa/transformers-posterior-predictive-repro,m=2,jfKliftgkl,5,5,False,verified,verified,verified,True
alphaXiv/repro-rationality-measurement-and-theory-for-rl-agents,m=2,RlEPV6ec7P,1,5,False,verified,verified,verified,True
alphaXiv/repro-rationality-measurement-and-theory-for-rl-agents,m=2,RlEPV6ec7P,2,5,False,verified,verified,verified,True
alphaXiv/repro-rationality-measurement-and-theory-for-rl-agents,m=2,RlEPV6ec7P,3,5,False,toy,toy,toy,True
alphaXiv/repro-rationality-measurement-and-theory-for-rl-agents,m=2,RlEPV6ec7P,4,5,False,inconclusive,inconclusive,inconclusive,True
alphaXiv/repro-rationality-measurement-and-theory-for-rl-agents,m=2,RlEPV6ec7P,5,5,False,verified,verified,verified,True
rahit/repro-approximation-bounds-for-transformer-networks-with-application-to-regression,m=2,u7qkL3ryE4,1,5,False,toy,toy,toy,True
rahit/repro-approximation-bounds-for-transformer-networks-with-application-to-regression,m=2,u7qkL3ryE4,2,5,False,toy,toy,toy,True
rahit/repro-approximation-bounds-for-transformer-networks-with-application-to-regression,m=2,u7qkL3ryE4,3,5,False,toy,toy,toy,True
rahit/repro-approximation-bounds-for-transformer-networks-with-application-to-regression,m=2,u7qkL3ryE4,4,5,False,toy,toy,toy,True
rahit/repro-approximation-bounds-for-transformer-networks-with-application-to-regression,m=2,u7qkL3ryE4,5,5,False,verified,verified,verified,True
MSGEncrypted/repro-procedural-pretraining-warming-up-language-models-with-abstract-data,m=2,XFTTezxLdU,1,5,False,toy,toy,toy,True
MSGEncrypted/repro-procedural-pretraining-warming-up-language-models-with-abstract-data,m=2,XFTTezxLdU,2,5,False,toy,toy,toy,True
MSGEncrypted/repro-procedural-pretraining-warming-up-language-models-with-abstract-data,m=2,XFTTezxLdU,3,5,False,toy,toy,toy,True
MSGEncrypted/repro-procedural-pretraining-warming-up-language-models-with-abstract-data,m=2,XFTTezxLdU,4,5,False,toy,toy,toy,True
MSGEncrypted/repro-procedural-pretraining-warming-up-language-models-with-abstract-data,m=2,XFTTezxLdU,5,5,False,toy,toy,toy,True
rahit/repro-improved-scaling-laws-via-weak-to-strong-generalization-in-random-features-ridge-regressio,m=2,yE3zbIOW3e,1,6,False,verified,verified,verified,True
rahit/repro-improved-scaling-laws-via-weak-to-strong-generalization-in-random-features-ridge-regressio,m=2,yE3zbIOW3e,2,6,False,verified,verified,inconclusive,True
rahit/repro-improved-scaling-laws-via-weak-to-strong-generalization-in-random-features-ridge-regressio,m=2,yE3zbIOW3e,3,6,False,verified,verified,inconclusive,True
rahit/repro-improved-scaling-laws-via-weak-to-strong-generalization-in-random-features-ridge-regressio,m=2,yE3zbIOW3e,4,6,False,toy,toy,inconclusive,True
rahit/repro-improved-scaling-laws-via-weak-to-strong-generalization-in-random-features-ridge-regressio,m=2,yE3zbIOW3e,5,6,False,verified,verified,verified,True
rahit/repro-improved-scaling-laws-via-weak-to-strong-generalization-in-random-features-ridge-regressio,m=2,yE3zbIOW3e,6,6,False,falsified,falsified,inconclusive,True
michaldobiezynski/repro-step-size-stability-in-stochastic-optimization-a-theoretical-perspective,m=3-5,yhvzMLgpdV,1,5,True,toy,toy,verified,True
michaldobiezynski/repro-step-size-stability-in-stochastic-optimization-a-theoretical-perspective,m=3-5,yhvzMLgpdV,2,5,True,verified,verified,verified,True
michaldobiezynski/repro-step-size-stability-in-stochastic-optimization-a-theoretical-perspective,m=3-5,yhvzMLgpdV,3,5,True,verified,verified,verified,True
michaldobiezynski/repro-step-size-stability-in-stochastic-optimization-a-theoretical-perspective,m=3-5,yhvzMLgpdV,4,5,True,verified,verified,verified,True
michaldobiezynski/repro-step-size-stability-in-stochastic-optimization-a-theoretical-perspective,m=3-5,yhvzMLgpdV,5,5,True,toy,toy,toy,True
tongxinb/repro-triattention-efficient-long-reasoning-with-trigonometric-kv-compression,m=3-5,0tgzJK50Jz,1,5,True,inconclusive,inconclusive,inconclusive,True
tongxinb/repro-triattention-efficient-long-reasoning-with-trigonometric-kv-compression,m=3-5,0tgzJK50Jz,2,5,True,inconclusive,inconclusive,inconclusive,True
tongxinb/repro-triattention-efficient-long-reasoning-with-trigonometric-kv-compression,m=3-5,0tgzJK50Jz,3,5,True,inconclusive,inconclusive,inconclusive,True
tongxinb/repro-triattention-efficient-long-reasoning-with-trigonometric-kv-compression,m=3-5,0tgzJK50Jz,4,5,True,toy,toy,toy,True
tongxinb/repro-triattention-efficient-long-reasoning-with-trigonometric-kv-compression,m=3-5,0tgzJK50Jz,5,5,True,inconclusive,inconclusive,inconclusive,True
sotayamashita/repro-joint-learning-in-the-gaussian-single-index-model,m=3-5,xf1OYJfvqj,1,4,True,verified,verified,verified,True
sotayamashita/repro-joint-learning-in-the-gaussian-single-index-model,m=3-5,xf1OYJfvqj,2,4,True,verified,verified,verified,True
sotayamashita/repro-joint-learning-in-the-gaussian-single-index-model,m=3-5,xf1OYJfvqj,3,4,True,verified,verified,verified,True
sotayamashita/repro-joint-learning-in-the-gaussian-single-index-model,m=3-5,xf1OYJfvqj,4,4,True,verified,verified,verified,True
amkkk/generalized-linear-bandits-with-memory-repro,m=3-5,DfZS0M8leJ,1,2,True,inconclusive,inconclusive,inconclusive,True
amkkk/generalized-linear-bandits-with-memory-repro,m=3-5,DfZS0M8leJ,2,2,True,toy,toy,toy,True
DineshAI/w0JhOFWPJl,m=3-5,w0JhOFWPJl,1,6,True,verified,verified,verified,True
DineshAI/w0JhOFWPJl,m=3-5,w0JhOFWPJl,2,6,True,verified,verified,verified,True
DineshAI/w0JhOFWPJl,m=3-5,w0JhOFWPJl,3,6,True,verified,verified,verified,True
DineshAI/w0JhOFWPJl,m=3-5,w0JhOFWPJl,4,6,True,verified,verified,verified,True
DineshAI/w0JhOFWPJl,m=3-5,w0JhOFWPJl,5,6,True,inconclusive,inconclusive,inconclusive,True
DineshAI/w0JhOFWPJl,m=3-5,w0JhOFWPJl,6,6,True,verified,verified,verified,True
amkkk/repro-cost-aware-stopping-for-bayesian-optimization,m=3-5,o1Tn2ie0Wy,1,4,True,toy,verified,toy,False
amkkk/repro-cost-aware-stopping-for-bayesian-optimization,m=3-5,o1Tn2ie0Wy,2,4,True,verified,verified,toy,True
amkkk/repro-cost-aware-stopping-for-bayesian-optimization,m=3-5,o1Tn2ie0Wy,3,4,True,verified,verified,verified,True
amkkk/repro-cost-aware-stopping-for-bayesian-optimization,m=3-5,o1Tn2ie0Wy,4,4,True,toy,toy,toy,True
SabaPivot/repro-human-ai-collaborative-uncertainty-quantification,m=3-5,FzP6XZGG4d,1,5,True,toy,verified,verified,False
SabaPivot/repro-human-ai-collaborative-uncertainty-quantification,m=3-5,FzP6XZGG4d,2,5,True,toy,verified,verified,False
SabaPivot/repro-human-ai-collaborative-uncertainty-quantification,m=3-5,FzP6XZGG4d,3,5,True,toy,verified,verified,False
SabaPivot/repro-human-ai-collaborative-uncertainty-quantification,m=3-5,FzP6XZGG4d,4,5,True,toy,verified,verified,False
SabaPivot/repro-human-ai-collaborative-uncertainty-quantification,m=3-5,FzP6XZGG4d,5,5,True,toy,verified,verified,False
tomyimkc/repro-probabilistic-bisection-algorithm-provably-achieves-exponential-convergence,m=3-5,Zlw4Kl5HEF,1,2,True,inconclusive,verified,verified,False
tomyimkc/repro-probabilistic-bisection-algorithm-provably-achieves-exponential-convergence,m=3-5,Zlw4Kl5HEF,2,2,True,verified,verified,verified,True
algorise/repro-joint-model-and-data-sparsification-via-the-marginal-likelihood,m=3-5,vMcu1h3fOV,1,4,True,verified,verified,verified,True
algorise/repro-joint-model-and-data-sparsification-via-the-marginal-likelihood,m=3-5,vMcu1h3fOV,2,4,True,falsified,verified,verified,False
algorise/repro-joint-model-and-data-sparsification-via-the-marginal-likelihood,m=3-5,vMcu1h3fOV,3,4,True,falsified,falsified,falsified,True
algorise/repro-joint-model-and-data-sparsification-via-the-marginal-likelihood,m=3-5,vMcu1h3fOV,4,4,True,falsified,falsified,falsified,True
dave1368/repro-ruleplanner-3d-floorplanning,m=3-5,6n7gXOvdwm,1,5,True,inconclusive,inconclusive,inconclusive,True
dave1368/repro-ruleplanner-3d-floorplanning,m=3-5,6n7gXOvdwm,2,5,True,toy,toy,toy,True
dave1368/repro-ruleplanner-3d-floorplanning,m=3-5,6n7gXOvdwm,3,5,True,toy,toy,toy,True
dave1368/repro-ruleplanner-3d-floorplanning,m=3-5,6n7gXOvdwm,4,5,True,inconclusive,inconclusive,inconclusive,True
dave1368/repro-ruleplanner-3d-floorplanning,m=3-5,6n7gXOvdwm,5,5,True,toy,toy,toy,True
MarxistLeninist/repro-sam-hallucinate-minimizers,m=3-5,7xwOy8C00l,1,6,True,toy,toy,verified,True
MarxistLeninist/repro-sam-hallucinate-minimizers,m=3-5,7xwOy8C00l,2,6,True,toy,toy,verified,True
MarxistLeninist/repro-sam-hallucinate-minimizers,m=3-5,7xwOy8C00l,3,6,True,toy,toy,verified,True
MarxistLeninist/repro-sam-hallucinate-minimizers,m=3-5,7xwOy8C00l,4,6,True,inconclusive,inconclusive,inconclusive,True
MarxistLeninist/repro-sam-hallucinate-minimizers,m=3-5,7xwOy8C00l,5,6,True,inconclusive,inconclusive,inconclusive,True
MarxistLeninist/repro-sam-hallucinate-minimizers,m=3-5,7xwOy8C00l,6,6,True,toy,toy,toy,True
amkkk/repro-a-direct-second-order-method-for-solving-two-player-zero-sum-games,m=3-5,jn7gGAya5h,1,5,True,toy,toy,toy,True
amkkk/repro-a-direct-second-order-method-for-solving-two-player-zero-sum-games,m=3-5,jn7gGAya5h,2,5,True,toy,toy,toy,True
amkkk/repro-a-direct-second-order-method-for-solving-two-player-zero-sum-games,m=3-5,jn7gGAya5h,3,5,True,verified,verified,toy,True
amkkk/repro-a-direct-second-order-method-for-solving-two-player-zero-sum-games,m=3-5,jn7gGAya5h,4,5,True,toy,toy,toy,True
amkkk/repro-a-direct-second-order-method-for-solving-two-player-zero-sum-games,m=3-5,jn7gGAya5h,5,5,True,toy,toy,toy,True
ICML-2026-agent-repro/repro-characterizing-agents-in-production,m=3-5,mWxEAgz3xu,1,5,True,verified,verified,inconclusive,True
ICML-2026-agent-repro/repro-characterizing-agents-in-production,m=3-5,mWxEAgz3xu,2,5,True,verified,verified,verified,True
ICML-2026-agent-repro/repro-characterizing-agents-in-production,m=3-5,mWxEAgz3xu,3,5,True,verified,verified,verified,True
ICML-2026-agent-repro/repro-characterizing-agents-in-production,m=3-5,mWxEAgz3xu,4,5,True,verified,verified,verified,True
ICML-2026-agent-repro/repro-characterizing-agents-in-production,m=3-5,mWxEAgz3xu,5,5,True,verified,verified,verified,True
vimarsh/repro-sample-margin-aware-recalibration-of-temperature-scaling,m=3-5,IkPdV0stxX,1,6,True,falsified,falsified,verified,True
vimarsh/repro-sample-margin-aware-recalibration-of-temperature-scaling,m=3-5,IkPdV0stxX,2,6,True,verified,verified,verified,True
vimarsh/repro-sample-margin-aware-recalibration-of-temperature-scaling,m=3-5,IkPdV0stxX,3,6,True,falsified,falsified,falsified,True
vimarsh/repro-sample-margin-aware-recalibration-of-temperature-scaling,m=3-5,IkPdV0stxX,4,6,True,falsified,falsified,falsified,True
vimarsh/repro-sample-margin-aware-recalibration-of-temperature-scaling,m=3-5,IkPdV0stxX,5,6,True,falsified,falsified,falsified,True
vimarsh/repro-sample-margin-aware-recalibration-of-temperature-scaling,m=3-5,IkPdV0stxX,6,6,True,inconclusive,inconclusive,inconclusive,True
ProCreations/repro-inference-aware-meta-alignment-of-llms-via-non-linear-grpo,m=3-5,Km8yqb7SfN,1,6,True,toy,toy,verified,True
ProCreations/repro-inference-aware-meta-alignment-of-llms-via-non-linear-grpo,m=3-5,Km8yqb7SfN,2,6,True,toy,toy,verified,True
ProCreations/repro-inference-aware-meta-alignment-of-llms-via-non-linear-grpo,m=3-5,Km8yqb7SfN,3,6,True,verified,verified,verified,True
ProCreations/repro-inference-aware-meta-alignment-of-llms-via-non-linear-grpo,m=3-5,Km8yqb7SfN,4,6,True,verified,verified,verified,True
ProCreations/repro-inference-aware-meta-alignment-of-llms-via-non-linear-grpo,m=3-5,Km8yqb7SfN,5,6,True,verified,verified,verified,True
ProCreations/repro-inference-aware-meta-alignment-of-llms-via-non-linear-grpo,m=3-5,Km8yqb7SfN,6,6,True,inconclusive,inconclusive,inconclusive,True
SabaPivot/repro-mec-machine-learning-assisted-generalized-entropy-calibration-for-semi-supervised-mean-est,m=3-5,kWxN36TDN8,1,5,False,verified,verified,toy,True
SabaPivot/repro-mec-machine-learning-assisted-generalized-entropy-calibration-for-semi-supervised-mean-est,m=3-5,kWxN36TDN8,2,5,False,verified,verified,verified,True
SabaPivot/repro-mec-machine-learning-assisted-generalized-entropy-calibration-for-semi-supervised-mean-est,m=3-5,kWxN36TDN8,3,5,False,verified,verified,verified,True
SabaPivot/repro-mec-machine-learning-assisted-generalized-entropy-calibration-for-semi-supervised-mean-est,m=3-5,kWxN36TDN8,4,5,False,toy,toy,verified,True
SabaPivot/repro-mec-machine-learning-assisted-generalized-entropy-calibration-for-semi-supervised-mean-est,m=3-5,kWxN36TDN8,5,5,False,falsified,falsified,falsified,True
sugan04/ICML2026_46_repro,m=3-5,D2evvc90tF,1,4,False,toy,toy,verified,True
sugan04/ICML2026_46_repro,m=3-5,D2evvc90tF,2,4,False,verified,verified,verified,True
sugan04/ICML2026_46_repro,m=3-5,D2evvc90tF,3,4,False,verified,verified,verified,True
sugan04/ICML2026_46_repro,m=3-5,D2evvc90tF,4,4,False,verified,verified,verified,True
michaldobiezynski/repro-richer-bayesian-last-layers-with-subsampled-ntk-features,m=3-5,djASMk0bzO,1,6,False,verified,verified,verified,True
michaldobiezynski/repro-richer-bayesian-last-layers-with-subsampled-ntk-features,m=3-5,djASMk0bzO,2,6,False,verified,verified,verified,True
michaldobiezynski/repro-richer-bayesian-last-layers-with-subsampled-ntk-features,m=3-5,djASMk0bzO,3,6,False,verified,verified,verified,True
michaldobiezynski/repro-richer-bayesian-last-layers-with-subsampled-ntk-features,m=3-5,djASMk0bzO,4,6,False,falsified,falsified,falsified,True
michaldobiezynski/repro-richer-bayesian-last-layers-with-subsampled-ntk-features,m=3-5,djASMk0bzO,5,6,False,toy,toy,toy,True
michaldobiezynski/repro-richer-bayesian-last-layers-with-subsampled-ntk-features,m=3-5,djASMk0bzO,6,6,False,falsified,falsified,falsified,True
Umong/repro-flashoptim-optimizers-for-memory-efficient-training,m=3-5,Wfe1iJocjF,1,6,False,verified,verified,verified,True
Umong/repro-flashoptim-optimizers-for-memory-efficient-training,m=3-5,Wfe1iJocjF,2,6,False,verified,verified,verified,True
Umong/repro-flashoptim-optimizers-for-memory-efficient-training,m=3-5,Wfe1iJocjF,3,6,False,inconclusive,inconclusive,inconclusive,True
Umong/repro-flashoptim-optimizers-for-memory-efficient-training,m=3-5,Wfe1iJocjF,4,6,False,toy,toy,toy,True
Umong/repro-flashoptim-optimizers-for-memory-efficient-training,m=3-5,Wfe1iJocjF,5,6,False,inconclusive,inconclusive,inconclusive,True
Umong/repro-flashoptim-optimizers-for-memory-efficient-training,m=3-5,Wfe1iJocjF,6,6,False,toy,toy,toy,True
SabaPivot/repro-neural-quantum-states-mixed-precision,m=3-5,aDLJNoseDH,1,6,False,verified,verified,verified,True
SabaPivot/repro-neural-quantum-states-mixed-precision,m=3-5,aDLJNoseDH,2,6,False,falsified,falsified,falsified,True
SabaPivot/repro-neural-quantum-states-mixed-precision,m=3-5,aDLJNoseDH,3,6,False,falsified,falsified,falsified,True
SabaPivot/repro-neural-quantum-states-mixed-precision,m=3-5,aDLJNoseDH,4,6,False,verified,verified,verified,True
SabaPivot/repro-neural-quantum-states-mixed-precision,m=3-5,aDLJNoseDH,5,6,False,falsified,falsified,falsified,True
SabaPivot/repro-neural-quantum-states-mixed-precision,m=3-5,aDLJNoseDH,6,6,False,verified,verified,verified,True
tomyimkc/repro-improved-distribution-estimation-in-l-infinity,m=3-5,wwqrH4mwGq,1,5,False,verified,verified,verified,True
tomyimkc/repro-improved-distribution-estimation-in-l-infinity,m=3-5,wwqrH4mwGq,2,5,False,verified,verified,verified,True
tomyimkc/repro-improved-distribution-estimation-in-l-infinity,m=3-5,wwqrH4mwGq,3,5,False,verified,verified,verified,True
tomyimkc/repro-improved-distribution-estimation-in-l-infinity,m=3-5,wwqrH4mwGq,4,5,False,verified,verified,verified,True
tomyimkc/repro-improved-distribution-estimation-in-l-infinity,m=3-5,wwqrH4mwGq,5,5,False,verified,verified,verified,True
ProCreations/repro-federated-causal-inference-via-propensity-score-aggregation,m=3-5,d5rd1zlHTf,1,6,False,falsified,verified,falsified,False
ProCreations/repro-federated-causal-inference-via-propensity-score-aggregation,m=3-5,d5rd1zlHTf,2,6,False,falsified,verified,falsified,False
ProCreations/repro-federated-causal-inference-via-propensity-score-aggregation,m=3-5,d5rd1zlHTf,3,6,False,falsified,inconclusive,falsified,False
ProCreations/repro-federated-causal-inference-via-propensity-score-aggregation,m=3-5,d5rd1zlHTf,4,6,False,verified,verified,verified,True
ProCreations/repro-federated-causal-inference-via-propensity-score-aggregation,m=3-5,d5rd1zlHTf,5,6,False,verified,verified,verified,True
ProCreations/repro-federated-causal-inference-via-propensity-score-aggregation,m=3-5,d5rd1zlHTf,6,6,False,inconclusive,toy,verified,False
Aswini-Kumar/paper-34584-repro,m=3-5,aIH1jyU37z,1,4,False,inconclusive,inconclusive,toy,True
Aswini-Kumar/paper-34584-repro,m=3-5,aIH1jyU37z,2,4,False,inconclusive,inconclusive,toy,True
Aswini-Kumar/paper-34584-repro,m=3-5,aIH1jyU37z,3,4,False,toy,toy,toy,True
Aswini-Kumar/paper-34584-repro,m=3-5,aIH1jyU37z,4,4,False,falsified,falsified,falsified,True
VeigaPunk/repro-steer-like-the-llm-activation-steering-that-mimics-prompting,m=3-5,06Nk3dJDMq,1,6,False,toy,toy,inconclusive,True
VeigaPunk/repro-steer-like-the-llm-activation-steering-that-mimics-prompting,m=3-5,06Nk3dJDMq,2,6,False,toy,toy,inconclusive,True
VeigaPunk/repro-steer-like-the-llm-activation-steering-that-mimics-prompting,m=3-5,06Nk3dJDMq,3,6,False,toy,toy,inconclusive,True
VeigaPunk/repro-steer-like-the-llm-activation-steering-that-mimics-prompting,m=3-5,06Nk3dJDMq,4,6,False,inconclusive,inconclusive,inconclusive,True
VeigaPunk/repro-steer-like-the-llm-activation-steering-that-mimics-prompting,m=3-5,06Nk3dJDMq,5,6,False,inconclusive,inconclusive,inconclusive,True
VeigaPunk/repro-steer-like-the-llm-activation-steering-that-mimics-prompting,m=3-5,06Nk3dJDMq,6,6,False,toy,toy,inconclusive,True
AceVikings/repro-when-shared-knowledge-hurts-spectral-over-accumulation-in-model-merging,m=3-5,WUjk3RVZyV,1,6,False,inconclusive,inconclusive,inconclusive,True
AceVikings/repro-when-shared-knowledge-hurts-spectral-over-accumulation-in-model-merging,m=3-5,WUjk3RVZyV,2,6,False,inconclusive,inconclusive,inconclusive,True
AceVikings/repro-when-shared-knowledge-hurts-spectral-over-accumulation-in-model-merging,m=3-5,WUjk3RVZyV,3,6,False,inconclusive,inconclusive,inconclusive,True
AceVikings/repro-when-shared-knowledge-hurts-spectral-over-accumulation-in-model-merging,m=3-5,WUjk3RVZyV,4,6,False,inconclusive,inconclusive,inconclusive,True
AceVikings/repro-when-shared-knowledge-hurts-spectral-over-accumulation-in-model-merging,m=3-5,WUjk3RVZyV,5,6,False,inconclusive,inconclusive,inconclusive,True
AceVikings/repro-when-shared-knowledge-hurts-spectral-over-accumulation-in-model-merging,m=3-5,WUjk3RVZyV,6,6,False,inconclusive,inconclusive,inconclusive,True
agharsallah/ffuphw7jqx-logbook,m=3-5,fFupHW7Jqx,1,5,False,toy,verified,verified,False
agharsallah/ffuphw7jqx-logbook,m=3-5,fFupHW7Jqx,2,5,False,toy,verified,verified,False
agharsallah/ffuphw7jqx-logbook,m=3-5,fFupHW7Jqx,3,5,False,toy,verified,verified,False
agharsallah/ffuphw7jqx-logbook,m=3-5,fFupHW7Jqx,4,5,False,verified,verified,verified,True
agharsallah/ffuphw7jqx-logbook,m=3-5,fFupHW7Jqx,5,5,False,toy,verified,verified,False
DineshAI/s87tQaKAER,m=3-5,s87tQaKAER,1,6,False,verified,verified,verified,True
DineshAI/s87tQaKAER,m=3-5,s87tQaKAER,2,6,False,verified,verified,verified,True
DineshAI/s87tQaKAER,m=3-5,s87tQaKAER,3,6,False,verified,verified,verified,True
DineshAI/s87tQaKAER,m=3-5,s87tQaKAER,4,6,False,inconclusive,inconclusive,toy,True
DineshAI/s87tQaKAER,m=3-5,s87tQaKAER,5,6,False,verified,verified,verified,True
DineshAI/s87tQaKAER,m=3-5,s87tQaKAER,6,6,False,inconclusive,inconclusive,inconclusive,True
amkkk/repro-conservation-laws-for-modern-neural-architectures,m=3-5,ay4Q69fAJL,1,5,False,verified,verified,verified,True
amkkk/repro-conservation-laws-for-modern-neural-architectures,m=3-5,ay4Q69fAJL,2,5,False,verified,verified,verified,True
amkkk/repro-conservation-laws-for-modern-neural-architectures,m=3-5,ay4Q69fAJL,3,5,False,verified,verified,verified,True
amkkk/repro-conservation-laws-for-modern-neural-architectures,m=3-5,ay4Q69fAJL,4,5,False,verified,verified,verified,True
