space_id,band,claim_idx,rep1,rep2,archived,both_present,agree
jbhati305/repro-dropout-universality-scaling-laws-and-optimal-scheduling-at-the-edge-of-chaos,m>10,5,inconclusive,inconclusive,inconclusive,True,True
ai-sherpa/odd-estimator-shapley-repro,m>10,1,verified,verified,verified,True,True
ai-sherpa/odd-estimator-shapley-repro,m>10,2,verified,verified,verified,True,True
ai-sherpa/odd-estimator-shapley-repro,m>10,3,verified,verified,verified,True,True
ai-sherpa/odd-estimator-shapley-repro,m>10,4,verified,verified,verified,True,True
ai-sherpa/odd-estimator-shapley-repro,m>10,5,falsified,falsified,falsified,True,True
ai-sherpa/odd-estimator-shapley-repro,m>10,6,verified,verified,verified,True,True
tomyimkc/repro-high-probability-convergence-guarantees-of-decentralized-sgd,m>10,1,toy,toy,toy,True,True
tomyimkc/repro-high-probability-convergence-guarantees-of-decentralized-sgd,m>10,2,verified,verified,verified,True,True
tomyimkc/repro-high-probability-convergence-guarantees-of-decentralized-sgd,m>10,3,verified,verified,verified,True,True
tomyimkc/repro-high-probability-convergence-guarantees-of-decentralized-sgd,m>10,4,verified,verified,verified,True,True
algorise/repro-steady-state-behavior-of-constant-stepsize-stochastic-approximation-gaussian-approximation,m>10,1,toy,toy,verified,True,True
algorise/repro-steady-state-behavior-of-constant-stepsize-stochastic-approximation-gaussian-approximation,m>10,2,toy,toy,verified,True,True
algorise/repro-steady-state-behavior-of-constant-stepsize-stochastic-approximation-gaussian-approximation,m>10,3,toy,toy,verified,True,True
algorise/repro-steady-state-behavior-of-constant-stepsize-stochastic-approximation-gaussian-approximation,m>10,4,toy,toy,verified,True,True
algorise/repro-steady-state-behavior-of-constant-stepsize-stochastic-approximation-gaussian-approximation,m>10,5,toy,toy,verified,True,True
algorise/repro-steady-state-behavior-of-constant-stepsize-stochastic-approximation-gaussian-approximation,m>10,6,toy,toy,verified,True,True
amkkk/repro-anytime-detection-of-strategic-deviations-in-multi-agent-systems,m>10,1,verified,toy,toy,True,False
amkkk/repro-anytime-detection-of-strategic-deviations-in-multi-agent-systems,m>10,2,verified,toy,toy,True,False
amkkk/repro-anytime-detection-of-strategic-deviations-in-multi-agent-systems,m>10,3,toy,toy,toy,True,True
amkkk/repro-anytime-detection-of-strategic-deviations-in-multi-agent-systems,m>10,4,verified,toy,verified,True,False
amkkk/repro-anytime-detection-of-strategic-deviations-in-multi-agent-systems,m>10,5,toy,toy,inconclusive,True,True
amkkk/repro-anytime-detection-of-strategic-deviations-in-multi-agent-systems,m>10,6,falsified,inconclusive,inconclusive,True,False
AceVikings/r3h23Jv26a,m>10,1,verified,verified,verified,True,True
AceVikings/r3h23Jv26a,m>10,2,verified,verified,inconclusive,True,True
AceVikings/r3h23Jv26a,m>10,3,inconclusive,inconclusive,inconclusive,True,True
AceVikings/r3h23Jv26a,m>10,4,verified,verified,verified,True,True
AceVikings/r3h23Jv26a,m>10,5,verified,verified,verified,True,True
SabaPivot/repro-all-erms-can-fail-in-stochastic-convex-optimization-lower-bounds-in-linear-dimension,m>10,1,verified,verified,verified,True,True
SabaPivot/repro-all-erms-can-fail-in-stochastic-convex-optimization-lower-bounds-in-linear-dimension,m>10,2,verified,verified,verified,True,True
SabaPivot/repro-all-erms-can-fail-in-stochastic-convex-optimization-lower-bounds-in-linear-dimension,m>10,3,verified,verified,verified,True,True
SabaPivot/repro-all-erms-can-fail-in-stochastic-convex-optimization-lower-bounds-in-linear-dimension,m>10,4,verified,verified,verified,True,True
SabaPivot/repro-all-erms-can-fail-in-stochastic-convex-optimization-lower-bounds-in-linear-dimension,m>10,5,verified,verified,verified,True,True
SabaPivot/repro-all-erms-can-fail-in-stochastic-convex-optimization-lower-bounds-in-linear-dimension,m>10,6,verified,verified,verified,True,True
ai-sherpa/learning-randomized-reductions-repro,m>10,1,verified,verified,verified,True,True
ai-sherpa/learning-randomized-reductions-repro,m>10,2,verified,verified,verified,True,True
ai-sherpa/learning-randomized-reductions-repro,m>10,3,verified,falsified,verified,True,False
ai-sherpa/learning-randomized-reductions-repro,m>10,4,falsified,falsified,verified,True,True
ai-sherpa/learning-randomized-reductions-repro,m>10,5,falsified,verified,falsified,True,False
RyeCatcher/repro-linear-regression-with-unknown-truncation-beyond-gaussian-features,m>10,1,inconclusive,inconclusive,inconclusive,True,True
RyeCatcher/repro-linear-regression-with-unknown-truncation-beyond-gaussian-features,m>10,2,inconclusive,inconclusive,inconclusive,True,True
RyeCatcher/repro-linear-regression-with-unknown-truncation-beyond-gaussian-features,m>10,3,toy,toy,toy,True,True
RyeCatcher/repro-linear-regression-with-unknown-truncation-beyond-gaussian-features,m>10,4,toy,toy,toy,True,True
RyeCatcher/repro-linear-regression-with-unknown-truncation-beyond-gaussian-features,m>10,5,inconclusive,inconclusive,inconclusive,True,True
RyeCatcher/repro-linear-regression-with-unknown-truncation-beyond-gaussian-features,m>10,6,inconclusive,inconclusive,inconclusive,True,True
abhishekkataria16/claim-4ltyJqAHMg-logbook,m>10,1,inconclusive,inconclusive,inconclusive,True,True
abhishekkataria16/claim-4ltyJqAHMg-logbook,m>10,2,inconclusive,inconclusive,inconclusive,True,True
abhishekkataria16/claim-4ltyJqAHMg-logbook,m>10,3,inconclusive,inconclusive,inconclusive,True,True
abhishekkataria16/claim-4ltyJqAHMg-logbook,m>10,4,inconclusive,,inconclusive,False,
