claim_id,orid,verified,falsified,inconclusive,toy
1380,7NA81PFi77,0,0,0,2
1381,7NA81PFi77,0,0,0,2
1382,7NA81PFi77,2,0,0,0
1383,7NA81PFi77,0,0,0,2
1384,7NA81PFi77,0,0,0,2
1389,7Oc4ARFCTV,0,0,2,0
1390,7Oc4ARFCTV,0,0,2,0
1391,7Oc4ARFCTV,1,0,1,0
1392,7Oc4ARFCTV,0,0,2,0
1393,7Oc4ARFCTV,0,0,1,1
1394,7Oc4ARFCTV,0,0,1,1
1395,7Sho2SEu3D,3,0,0,0
1396,7Sho2SEu3D,2,0,0,1
1397,7Sho2SEu3D,2,0,1,0
1398,7Sho2SEu3D,2,0,1,0
1399,7Sho2SEu3D,2,0,0,1
1401,7UEBX1KU1y,5,0,3,2
1403,7UEBX1KU1y,0,0,9,1
1404,7UEBX1KU1y,6,0,1,3
1405,7UEBX1KU1y,6,0,2,2
1406,7UEBX1KU1y,3,3,1,3
1407,7UEBX1KU1y,6,0,2,3
1412,7XUocfk7eQ,1,0,1,1
1413,7XUocfk7eQ,1,0,0,2
1414,7XUocfk7eQ,1,0,0,2
1415,7XUocfk7eQ,0,0,3,0
1416,7XUocfk7eQ,1,0,0,2
1432,7pQIzVNctu,0,0,2,1
1433,7pQIzVNctu,2,0,4,6
1434,7pQIzVNctu,4,0,1,7
1435,7pQIzVNctu,0,0,7,5
1436,7pQIzVNctu,1,0,0,2
1437,7pQIzVNctu,0,0,11,1
1438,7pQIzVNctu,4,0,2,6
1439,7pbmZatDuD,2,0,2,2
1440,7pbmZatDuD,2,0,2,2
1441,7pbmZatDuD,2,0,2,2
1442,7pbmZatDuD,2,0,2,2
1443,7qpvff2gWI,2,0,0,0
1444,7qpvff2gWI,0,1,1,0
1445,7qpvff2gWI,1,1,0,0
1446,7qpvff2gWI,1,1,0,0
1447,7qpvff2gWI,0,0,2,0
1448,7qpvff2gWI,2,0,0,0
1449,7sksHLUvhH,1,0,1,0
1450,7sksHLUvhH,0,1,1,0
1451,7sksHLUvhH,1,0,0,1
1452,7sksHLUvhH,0,0,1,1
1453,7sksHLUvhH,0,1,0,1
1458,7xwOy8C00l,1,0,2,0
1459,7xwOy8C00l,0,0,2,1
1460,7xwOy8C00l,1,0,1,1
1461,7xwOy8C00l,2,0,1,0
1462,7xwOy8C00l,2,0,1,0
1463,7xwOy8C00l,2,0,1,0
1466,80Job2F5eb,5,0,0,0
1467,80Job2F5eb,5,0,0,0
1468,80Job2F5eb,5,0,0,0
1469,80Job2F5eb,3,2,0,0
1470,80Job2F5eb,5,0,0,0
1471,82EJxJzG6r,3,4,2,1
1472,82EJxJzG6r,4,3,1,2
1473,82EJxJzG6r,3,3,3,1
1474,82EJxJzG6r,6,0,3,1
1475,82EJxJzG6r,8,0,1,1
1476,82EJxJzG6r,8,0,1,1
1477,82Wosp2Iu1,8,0,1,0
1478,82Wosp2Iu1,7,0,1,1
1479,82Wosp2Iu1,8,0,1,0
1480,82Wosp2Iu1,8,0,1,0
1481,82Wosp2Iu1,8,0,1,0
1482,82Wosp2Iu1,8,0,1,0
1510,8N2kUoknvy,1,0,1,0
1511,8N2kUoknvy,1,0,0,1
1512,8N2kUoknvy,2,0,0,0
1513,8N2kUoknvy,2,0,0,0
1514,8N2kUoknvy,0,0,0,2
1518,8UzZ0CbPsk,1,0,1,0
1519,8UzZ0CbPsk,0,0,2,0
1520,8UzZ0CbPsk,1,0,1,0
1521,8UzZ0CbPsk,0,0,2,0
1522,8UzZ0CbPsk,1,0,1,0
1523,8UzZ0CbPsk,1,0,1,0
1524,8WA5l5tjF6,0,0,2,0
1525,8WA5l5tjF6,0,0,2,0
1526,8WA5l5tjF6,0,0,1,1
1527,8WA5l5tjF6,0,0,1,1
1528,8X5SOsxwQi,0,0,1,1
1529,8X5SOsxwQi,0,0,2,0
1537,8ewf5I4shW,6,0,1,1
1538,8ewf5I4shW,6,0,1,1
1539,8ewf5I4shW,6,0,1,1
1546,8k4om4zj5E,0,4,0,0
1547,8k4om4zj5E,3,0,0,1
1548,8k4om4zj5E,0,4,0,0
1549,8k4om4zj5E,0,4,0,0
1550,8k4om4zj5E,0,4,0,0
1551,8k4om4zj5E,4,0,0,0
1581,90a2FQiDDQ,0,0,1,1
1582,90a2FQiDDQ,0,0,1,1
1583,90a2FQiDDQ,0,0,1,1
1589,91KRLNX4il,0,0,2,0
1590,91KRLNX4il,0,0,1,1
1591,91KRLNX4il,0,0,1,1
1592,91KRLNX4il,1,0,1,0
1593,91KRLNX4il,1,0,1,0
1597,92oF5bU4cU,0,0,0,3
1598,92oF5bU4cU,0,0,1,2
1599,92oF5bU4cU,0,0,0,3
1600,92oF5bU4cU,0,0,2,1
1601,92oF5bU4cU,0,0,0,3
1606,95VVL0TJNH,0,0,2,0
1607,95VVL0TJNH,0,0,2,0
1608,95VVL0TJNH,0,0,2,0
1609,95VVL0TJNH,1,0,0,1
1610,95VVL0TJNH,0,0,2,0
1621,997oprE4sh,6,0,0,2
1622,997oprE4sh,5,0,1,2
1623,997oprE4sh,6,0,0,2
1624,997oprE4sh,5,0,1,2
1625,997oprE4sh,6,0,0,2
1631,9CqZoRWpoc,7,0,2,3
1632,9CqZoRWpoc,7,0,2,3
1633,9CqZoRWpoc,6,0,2,4
1634,9CqZoRWpoc,6,0,2,4
1635,9CqZoRWpoc,7,0,1,4
1636,9CqZoRWpoc,6,0,1,5
1643,9GRlBVAXq8,5,0,0,3
1644,9GRlBVAXq8,4,0,3,1
1645,9GRlBVAXq8,4,0,2,2
1646,9GRlBVAXq8,5,0,1,2
1647,9GRlBVAXq8,5,0,1,2
1656,9KOJdlFH82,8,0,2,2
1657,9KOJdlFH82,7,0,2,3
1658,9KOJdlFH82,9,0,1,2
1659,9KOJdlFH82,7,0,3,2
1660,9KOJdlFH82,9,0,1,2
1661,9KOJdlFH82,7,0,2,3
1673,9Mms28wD82,2,0,1,0
1674,9Mms28wD82,2,0,0,1
1675,9Mms28wD82,2,0,0,1
1676,9Mms28wD82,2,0,0,1
1677,9Mms28wD82,2,0,0,1
1687,9SLQACsSbw,2,0,0,2
1688,9SLQACsSbw,0,0,1,3
1689,9SLQACsSbw,0,1,2,1
1690,9SLQACsSbw,3,0,0,1
1691,9SLQACsSbw,1,0,0,3
1698,9YcP7zeO8h,5,0,1,2
1699,9YcP7zeO8h,5,0,2,1
1700,9YcP7zeO8h,6,0,2,0
1701,9YcP7zeO8h,5,0,2,1
1702,9YcP7zeO8h,6,0,2,0
1703,9YcP7zeO8h,5,0,2,1
1711,9h7sSJe4jN,0,0,2,0
1712,9h7sSJe4jN,0,0,2,0
1713,9h7sSJe4jN,0,0,2,0
1714,9h7sSJe4jN,0,0,2,0
1715,9h7sSJe4jN,1,0,1,0
1716,9h7sSJe4jN,1,0,1,0
1717,9kWVQtpvJi,0,0,2,0
1718,9kWVQtpvJi,0,0,2,0
1719,9kWVQtpvJi,0,0,0,2
1720,9kWVQtpvJi,2,0,0,0
1721,9kWVQtpvJi,1,0,1,0
1728,9kkrASoSbp,2,0,0,0
1730,9kkrASoSbp,2,0,0,0
1734,9kkrASoSbp,2,0,0,0
1742,9uENnRAcSl,10,0,1,4
1743,9uENnRAcSl,7,1,2,5
1744,9uENnRAcSl,10,0,1,4
1745,9uENnRAcSl,11,0,1,3
1746,9uENnRAcSl,9,0,1,5
1747,9uENnRAcSl,10,0,1,4
1754,9wpwfSJCp9,0,0,1,1
1755,9wpwfSJCp9,0,0,2,0
1756,9wpwfSJCp9,1,0,1,0
1757,9wpwfSJCp9,0,0,2,0
1758,9wpwfSJCp9,0,0,2,0
1759,9wpwfSJCp9,0,0,2,0
1760,9ylPoHEKed,12,1,1,1
1761,9ylPoHEKed,0,6,6,3
1763,9ylPoHEKed,14,0,1,0
1766,9ylPoHEKed,12,0,2,1
1767,9ylPoHEKed,13,0,1,1
1768,9ylPoHEKed,11,0,2,2
1775,9zXUOLxbcL,0,0,1,1
1776,9zXUOLxbcL,0,0,2,0
1777,9zXUOLxbcL,0,0,2,0
1778,A5venxSvpw,0,0,1,1
1779,A5venxSvpw,1,0,0,1
1780,A5venxSvpw,1,0,0,1
1781,A5venxSvpw,0,0,2,0
1782,A5venxSvpw,0,0,0,2
1783,A8AxU1GUUl,6,0,1,0
1784,A8AxU1GUUl,6,0,1,0
1785,A8AxU1GUUl,6,0,1,0
1786,A8AxU1GUUl,2,0,0,0
1787,A8AxU1GUUl,2,0,0,0
1788,A8AxU1GUUl,6,0,1,0
1789,A8AxU1GUUl,2,0,0,0
1790,A8AxU1GUUl,5,0,1,1
1800,ADHGbxsREr,3,0,1,0
1801,ADHGbxsREr,2,2,0,0
1802,ADHGbxsREr,2,1,0,1
1803,ADHGbxsREr,3,0,1,0
1804,ADHGbxsREr,3,0,1,0
1805,ADHGbxsREr,4,0,0,0
1806,ADUGteohC7,0,0,0,2
1807,ADUGteohC7,2,0,0,0
1808,ADUGteohC7,1,0,0,1
1809,ADUGteohC7,2,0,0,0
1810,ADUGteohC7,2,0,0,0
1811,AE6U9HvTHc,0,0,1,1
1812,AE6U9HvTHc,0,0,0,2
1813,AE6U9HvTHc,0,0,0,2
1814,AE6U9HvTHc,0,0,0,2
1815,AE6U9HvTHc,0,0,1,1
1833,ANVg7NnupP,12,1,0,0
1834,ANVg7NnupP,10,0,2,1
1835,ANVg7NnupP,10,0,2,1
1836,ANVg7NnupP,12,1,0,0
1837,ANVg7NnupP,13,0,0,0
1838,ANVg7NnupP,2,0,1,0
1839,ANVg7NnupP,3,0,0,0
1840,ANVg7NnupP,3,0,0,0
1844,AQZZWVp6XA,1,0,0,1
1845,AQZZWVp6XA,1,0,0,1
1846,AQZZWVp6XA,0,0,2,0
1847,AQZZWVp6XA,0,0,1,1
1848,AQZZWVp6XA,1,0,0,1
1878,AehiGqd7go,6,0,3,2
1879,AehiGqd7go,10,0,0,1
1880,AehiGqd7go,7,0,2,2
1881,AehiGqd7go,10,0,0,1
1882,AehiGqd7go,7,0,2,2
1883,AehiGqd7go,9,0,1,1
1884,AfqsNFzJcs,0,0,1,1
1885,AfqsNFzJcs,0,0,1,1
1886,AfqsNFzJcs,0,0,1,1
1887,AfqsNFzJcs,0,0,2,0
1888,AfqsNFzJcs,0,0,2,0
1889,AfqsNFzJcs,0,0,2,0
1890,AhRuQzYHzY,1,0,1,0
1892,AhRuQzYHzY,0,0,1,1
1894,AhRuQzYHzY,0,0,1,1
1895,AhRuQzYHzY,1,0,1,0
1896,AhRuQzYHzY,0,0,1,1
1897,AhRuQzYHzY,0,1,1,0
1907,AmgjQp4vrr,0,2,3,0
1908,AmgjQp4vrr,3,0,1,1
1909,AmgjQp4vrr,3,0,1,1
1910,AmgjQp4vrr,0,3,2,0
1911,AmgjQp4vrr,2,1,1,1
1912,AmgjQp4vrr,2,0,3,0
1954,B8sTBdGvqG,0,0,3,2
1955,B8sTBdGvqG,1,3,0,1
1956,B8sTBdGvqG,4,0,1,0
1957,B8sTBdGvqG,4,0,0,1
1958,B8sTBdGvqG,1,3,0,1
1959,B8sTBdGvqG,3,0,1,1
1960,BBqEVgqbID,9,1,2,0
1963,BBqEVgqbID,10,0,0,2
1964,BBqEVgqbID,11,0,0,1
1965,BBqEVgqbID,9,2,1,0
1966,BBqEVgqbID,11,1,0,0
1979,BGmc3O41ZH,2,0,0,0
1980,BGmc3O41ZH,1,0,1,0
1981,BGmc3O41ZH,1,0,1,0
1982,BGmc3O41ZH,2,0,0,0
1983,BGmc3O41ZH,2,0,0,0
2019,BUFSSOuphA,1,0,1,0
2020,BUFSSOuphA,2,0,0,0
2021,BUFSSOuphA,0,1,1,0
2022,BUFSSOuphA,2,0,0,0
2023,BUFSSOuphA,1,0,1,0
2027,BXE3Z0EHCs,6,2,1,3
2028,BXE3Z0EHCs,8,1,2,1
2029,BXE3Z0EHCs,8,0,1,3
2030,BXE3Z0EHCs,6,1,3,2
2031,BXE3Z0EHCs,8,0,1,3
2032,BXE3Z0EHCs,7,0,2,3
2046,Bd0NNopzpC,2,0,0,1
2047,Bd0NNopzpC,2,0,0,1
2048,Bd0NNopzpC,2,0,0,1
2049,Bd0NNopzpC,2,0,0,1
2050,Bd0NNopzpC,2,0,0,1
2051,Bd0NNopzpC,2,0,0,1
2052,BhahZSDowo,0,0,2,0
2053,BhahZSDowo,2,0,0,0
2054,BhahZSDowo,2,0,0,0
2055,BhahZSDowo,2,0,0,0
2056,BhahZSDowo,2,0,0,0
2061,BkMSFFtm5M,0,0,2,0
2062,BkMSFFtm5M,1,0,0,1
2063,BkMSFFtm5M,0,0,1,1
2064,BkMSFFtm5M,0,0,1,1
2065,BkMSFFtm5M,1,0,1,0
2066,BkMSFFtm5M,1,0,0,1
2067,BkZ40FNKlL,0,0,0,2
2068,BkZ40FNKlL,0,0,1,1
2069,BkZ40FNKlL,0,0,1,1
2070,BkZ40FNKlL,0,0,0,2
2071,BkZ40FNKlL,0,0,0,2
2072,BkZ40FNKlL,0,0,0,2
2091,BwufLjXbMO,2,0,0,0
2092,BwufLjXbMO,1,1,0,0
2093,BwufLjXbMO,0,2,0,0
2094,BwufLjXbMO,0,2,0,0
2095,BwufLjXbMO,2,0,0,0
2096,BwufLjXbMO,2,0,0,0
2097,BzG0xtGjjr,4,0,0,1
2098,BzG0xtGjjr,4,0,0,1
2099,BzG0xtGjjr,4,0,0,1
2100,BzG0xtGjjr,4,0,0,1
2101,BzG0xtGjjr,4,0,1,0
2102,BzG0xtGjjr,4,0,1,0
2103,C41aLahRXZ,5,0,0,1
2104,C41aLahRXZ,2,3,0,1
2105,C41aLahRXZ,4,0,0,2
2106,C41aLahRXZ,5,0,1,0
2107,C41aLahRXZ,5,0,1,0
2116,CHIsZDgdb6,7,1,5,3
2118,CHIsZDgdb6,9,0,2,5
2119,CHIsZDgdb6,9,1,1,5
2120,CHIsZDgdb6,7,1,5,3
2121,CHIsZDgdb6,10,0,2,4
2123,CHIsZDgdb6,9,1,2,4
2138,CPB16KCuNk,5,0,0,2
2139,CPB16KCuNk,4,0,0,3
2140,CPB16KCuNk,4,0,0,3
2141,CPB16KCuNk,5,0,0,2
2150,CT2tSmahVQ,0,0,1,5
2153,CT2tSmahVQ,0,0,1,5
2154,CT2tSmahVQ,1,0,1,4
2155,CT2tSmahVQ,0,0,5,1
2156,CVDEc0doW8,6,0,2,3
2157,CVDEc0doW8,9,0,1,1
2158,CVDEc0doW8,8,0,1,2
2159,CVDEc0doW8,9,0,0,2
2160,CVDEc0doW8,7,0,2,2
2161,CVDEc0doW8,8,0,1,2
2162,CVXqBkLF5y,3,0,0,0
2163,CVXqBkLF5y,2,0,1,0
2164,CVXqBkLF5y,3,0,0,0
2165,CVXqBkLF5y,3,0,0,0
2166,CVXqBkLF5y,2,0,1,0
2167,CWDsuIlJz8,3,0,0,2
2168,CWDsuIlJz8,3,0,0,2
2169,CWDsuIlJz8,4,0,1,0
2170,CWDsuIlJz8,3,0,0,2
2172,CXsD6Ygc8e,1,0,1,2
2174,CXsD6Ygc8e,2,0,1,1
2175,CXsD6Ygc8e,2,0,1,1
2176,CXsD6Ygc8e,1,0,1,2
2177,CeDYwcRJOC,0,0,0,2
2178,CeDYwcRJOC,0,0,1,1
2179,CeDYwcRJOC,0,0,1,1
2180,CeDYwcRJOC,0,0,1,1
2181,CeDYwcRJOC,0,0,1,1
2204,Cxdj2GYZ4c,8,0,2,1
2205,Cxdj2GYZ4c,6,0,3,2
2206,Cxdj2GYZ4c,7,0,2,2
2207,Cxdj2GYZ4c,5,0,3,3
2208,Cxdj2GYZ4c,8,0,2,1
2209,Cxdj2GYZ4c,7,0,3,1
2217,D1JSZDVnxG,2,0,0,0
2218,D1JSZDVnxG,0,0,2,0
2219,D1JSZDVnxG,2,0,0,0
2220,D1JSZDVnxG,2,0,0,0
2221,D1JSZDVnxG,1,0,1,0
2222,D2evvc90tF,1,2,1,1
2223,D2evvc90tF,2,1,1,1
2224,D2evvc90tF,2,0,0,0
2225,D2evvc90tF,2,0,0,0
2226,D2evvc90tF,2,0,0,0
2227,D2evvc90tF,1,0,2,2
2228,D2evvc90tF,3,0,1,1
2229,D5Ijcnz1L9,9,0,2,0
2230,D5Ijcnz1L9,9,0,1,1
2231,D5Ijcnz1L9,9,0,1,1
2232,D5Ijcnz1L9,9,0,1,1
2233,D5Ijcnz1L9,9,0,2,0
2234,D5Ijcnz1L9,8,1,2,0
2235,D70OyQr3O3,1,0,1,0
2236,D70OyQr3O3,0,0,2,0
2237,D70OyQr3O3,0,0,2,0
2238,D70OyQr3O3,0,0,2,0
2239,D70OyQr3O3,0,0,2,0
2249,DDtL4VOUcT,0,0,2,0
2250,DDtL4VOUcT,0,0,2,0
2251,DDtL4VOUcT,0,0,1,1
2252,DDtL4VOUcT,0,0,1,1
2253,DDtL4VOUcT,0,0,2,0
2254,DDtL4VOUcT,0,0,2,0
2260,DK0kvnNelx,0,0,0,2
2261,DK0kvnNelx,0,0,0,2
2262,DK0kvnNelx,0,0,3,1
2263,DK0kvnNelx,0,0,4,0
2264,DK0kvnNelx,0,0,4,0
2265,DK0kvnNelx,1,0,3,0
2266,DK0kvnNelx,3,0,1,0
2267,DK0kvnNelx,3,0,1,0
2268,DKathyl3XN,3,0,1,0
2269,DKathyl3XN,3,0,1,0
2270,DKathyl3XN,3,0,0,1
2271,DKathyl3XN,15,0,1,1
2272,DKathyl3XN,16,0,1,0
2273,DKathyl3XN,13,0,3,1
2274,DKathyl3XN,15,0,2,0
2275,DKathyl3XN,14,0,2,1
2282,DUmWdZetqZ,2,1,4,1
2283,DUmWdZetqZ,3,0,4,1
2284,DUmWdZetqZ,2,0,5,1
2285,DUmWdZetqZ,5,1,0,2
2286,DUmWdZetqZ,5,0,2,1
2299,DYCt9JtCra,0,0,1,1
2300,DYCt9JtCra,0,0,1,1
2301,DYCt9JtCra,0,0,1,1
2308,DdNgzQfYE3,4,0,0,0
2309,DdNgzQfYE3,3,0,0,1
2310,DdNgzQfYE3,4,0,0,0
2311,DdNgzQfYE3,4,0,0,0
2312,DdNgzQfYE3,3,0,0,1
2330,DfZS0M8leJ,1,0,1,1
2331,DfZS0M8leJ,1,0,0,2
2332,DfhMMHXDuu,0,0,2,0
2333,DfhMMHXDuu,0,0,2,0
2334,DfhMMHXDuu,0,0,2,0
2335,DfhMMHXDuu,0,0,2,0
2336,DfhMMHXDuu,0,0,2,0
2337,DfhMMHXDuu,0,0,2,0
2338,DgRd1uu8dj,0,0,0,2
2339,DgRd1uu8dj,0,0,0,2
2340,DgRd1uu8dj,0,0,0,2
2341,DgRd1uu8dj,0,0,1,1
2342,DgRd1uu8dj,0,0,0,2
2349,DjnbMWE0Ek,4,0,0,2
2350,DjnbMWE0Ek,5,0,0,1
2351,DjnbMWE0Ek,5,0,0,1
2352,DjnbMWE0Ek,6,0,0,0
2353,DjnbMWE0Ek,6,0,0,0
2354,DkLQ40hTlt,5,0,5,2
2355,DkLQ40hTlt,7,0,3,2
2356,DkLQ40hTlt,9,0,2,1
2357,DkLQ40hTlt,6,0,2,4
2358,DkLQ40hTlt,9,0,1,2
2359,DkLQ40hTlt,8,0,4,0
2360,Dkwqzk5sAD,0,0,1,1
2361,Dkwqzk5sAD,0,0,1,1
2362,Dkwqzk5sAD,0,0,0,2
2363,Dkwqzk5sAD,0,0,1,1
2364,Dkwqzk5sAD,0,0,2,0
2377,DpIc1cpNKG,12,0,1,0
2378,DpIc1cpNKG,9,0,1,3
2379,DpIc1cpNKG,8,0,1,4
2380,DpIc1cpNKG,7,0,1,5
2381,DpIc1cpNKG,7,0,1,5
2382,DpIc1cpNKG,8,0,2,3
2383,DsV89lJ58l,4,0,2,5
2384,DsV89lJ58l,4,0,1,6
2385,DsV89lJ58l,4,0,1,6
2386,DsV89lJ58l,5,0,4,2
2387,DsV89lJ58l,4,0,4,3
2388,DsV89lJ58l,4,0,6,1
2397,DxvZnTVNfP,0,0,2,0
2398,DxvZnTVNfP,1,0,1,0
2399,DxvZnTVNfP,2,0,0,0
2400,DxvZnTVNfP,0,1,1,0
2401,DxvZnTVNfP,0,0,2,0
2424,E3C6mg6v4b,0,2,0,0
2425,E3C6mg6v4b,0,2,0,0
2426,E3C6mg6v4b,0,2,0,0
2427,E3C6mg6v4b,0,2,0,0
2428,E3C6mg6v4b,0,2,0,0
2429,E3C6mg6v4b,2,0,0,0
2430,E9QkGczNUw,0,0,1,1
2431,E9QkGczNUw,2,0,0,0
2432,E9QkGczNUw,0,0,1,1
2433,E9QkGczNUw,2,0,0,0
2434,E9QkGczNUw,2,0,0,0
2440,EBujA4tldV,0,0,0,2
2441,EBujA4tldV,2,0,0,0
2448,EETUbVsG6X,0,0,1,1
2449,EETUbVsG6X,0,0,1,1
2450,EETUbVsG6X,0,0,1,1
2451,EETUbVsG6X,0,0,1,1
2452,EETUbVsG6X,0,0,1,1
2469,EKmiOtjZjI,10,0,3,1
2470,EKmiOtjZjI,8,2,4,0
2471,EKmiOtjZjI,8,0,6,0
2472,EKmiOtjZjI,10,0,4,0
2473,EKmiOtjZjI,12,0,2,0
2474,EKmiOtjZjI,13,0,1,0
2475,ENuMNYCiV6,0,0,2,0
2476,ENuMNYCiV6,0,0,2,0
2477,ENuMNYCiV6,0,0,2,0
2478,ENuMNYCiV6,0,0,2,0
2479,ENuMNYCiV6,0,0,2,0
2480,EOzLsLk6Nd,6,0,0,1
2481,EOzLsLk6Nd,6,0,0,1
2482,EOzLsLk6Nd,6,0,0,1
2483,EOzLsLk6Nd,6,0,0,1
2484,EOzLsLk6Nd,6,0,0,1
2490,ESa07RwpVr,1,0,0,1
2491,ESa07RwpVr,1,0,1,0
2492,ESa07RwpVr,2,0,0,0
2493,ESa07RwpVr,1,1,0,0
2494,ESa07RwpVr,2,0,0,0
2509,EeuLO2BjFN,0,0,5,3
2510,EeuLO2BjFN,4,0,0,4
2512,EeuLO2BjFN,0,0,5,3
2513,EeuLO2BjFN,4,0,1,3
2514,EeuLO2BjFN,4,0,0,4
2518,EhJ1R2N6sn,1,0,2,0
2519,EhJ1R2N6sn,1,0,1,1
2520,EhJ1R2N6sn,1,0,1,1
2521,EhJ1R2N6sn,1,0,1,1
2534,Eqm5VEaAom,8,0,0,1
2535,Eqm5VEaAom,7,0,0,2
2536,Eqm5VEaAom,5,0,0,4
2537,Eqm5VEaAom,4,0,0,5
2538,Eqm5VEaAom,8,0,0,1
2540,ErcPPRZaiq,0,0,0,2
2541,ErcPPRZaiq,0,0,2,0
2542,ErcPPRZaiq,0,0,2,0
2544,ErcPPRZaiq,2,0,0,0
2545,ErcPPRZaiq,2,0,0,0
2546,ErcPPRZaiq,2,0,0,0
2553,EtAwPLwiX5,1,0,1,2
2554,EtAwPLwiX5,1,0,0,3
2555,EtAwPLwiX5,0,0,3,1
2556,EtAwPLwiX5,0,0,1,3
2557,EtAwPLwiX5,2,0,1,1
2564,EvmCeoiKYI,0,0,2,0
2565,EvmCeoiKYI,0,0,2,0
2566,EvmCeoiKYI,0,0,2,0
2567,EvmCeoiKYI,0,0,2,0
2568,EvmCeoiKYI,0,0,2,0
2569,EvmCeoiKYI,0,0,2,0
2570,ExQfs4Agz2,0,0,1,2
2571,ExQfs4Agz2,1,0,0,1
2572,ExQfs4Agz2,0,0,2,1
2573,ExQfs4Agz2,0,0,2,1
2574,ExQfs4Agz2,2,0,0,0
2575,ExQfs4Agz2,2,0,0,0
2576,ExQfs4Agz2,0,0,1,2
2577,ExQfs4Agz2,0,0,2,1
2578,EzpJxPDqXB,1,0,0,2
2579,EzpJxPDqXB,0,1,1,1
2580,EzpJxPDqXB,2,0,0,1
2592,F8R6Z6ty2E,2,0,0,0
2593,F8R6Z6ty2E,2,0,0,0
2598,F9NDKf5oPy,0,0,3,0
2599,F9NDKf5oPy,0,0,3,0
2600,F9NDKf5oPy,2,0,1,0
2601,F9NDKf5oPy,1,0,2,0
2602,F9NDKf5oPy,0,0,2,1
2603,FCVPVqRLDJ,0,0,3,0
2604,FCVPVqRLDJ,0,0,3,0
2605,FCVPVqRLDJ,0,0,2,1
2606,FCVPVqRLDJ,0,0,3,0
2607,FCVPVqRLDJ,0,0,3,0
2608,FCVPVqRLDJ,0,0,2,1
2609,FEmXFeqYNZ,15,0,0,4
2610,FEmXFeqYNZ,15,0,0,4
2611,FEmXFeqYNZ,13,0,3,3
2612,FEmXFeqYNZ,12,0,4,3
2623,FGHVEJ2Jz9,2,0,1,0
2624,FGHVEJ2Jz9,2,0,1,0
2625,FGHVEJ2Jz9,2,0,1,0
2626,FJLz8swPpd,3,0,1,0
2627,FJLz8swPpd,2,0,1,1
2628,FJLz8swPpd,3,0,1,0
2629,FJLz8swPpd,3,0,1,0
2630,FJLz8swPpd,3,0,1,0
2631,FJLz8swPpd,3,0,1,0
2632,FJZiatEiCG,0,0,2,1
2634,FJZiatEiCG,2,0,1,0
2637,FJZiatEiCG,2,0,1,0
2638,FJZiatEiCG,1,0,0,2
2639,FJZiatEiCG,0,0,0,3
2649,FP23eFYhAy,0,0,1,1
2650,FP23eFYhAy,0,0,1,1
2651,FP23eFYhAy,0,0,2,0
2652,FP23eFYhAy,0,0,2,0
2653,FP23eFYhAy,0,0,1,1
2654,FP23eFYhAy,0,0,1,1
2670,FXWnvznHMW,4,0,0,0
2671,FXWnvznHMW,2,0,0,2
2672,FXWnvznHMW,4,0,0,0
2673,FXWnvznHMW,3,0,1,0
2674,FXWnvznHMW,3,0,1,0
2682,FaGn04tvzq,12,2,4,3
2683,FaGn04tvzq,7,2,5,7
2684,FaGn04tvzq,12,1,4,4
2685,FaGn04tvzq,17,0,0,4
2686,FaGn04tvzq,16,0,1,4
2687,FaGn04tvzq,14,0,1,6
2688,FhBOdaIcUw,6,0,2,2
2689,FhBOdaIcUw,4,1,2,3
2690,FhBOdaIcUw,7,0,2,1
2691,FhBOdaIcUw,7,0,1,2
2692,FhBOdaIcUw,7,0,0,3
2693,FhBOdaIcUw,5,0,2,3
2700,FiCxlfjkhc,0,0,2,3
2701,FiCxlfjkhc,1,0,3,1
2702,FiCxlfjkhc,0,0,4,1
2703,FiCxlfjkhc,1,0,4,0
2704,FiCxlfjkhc,1,0,1,3
2705,FiCxlfjkhc,1,0,2,2
2706,FiuJVpxuSX,1,0,0,1
2707,FiuJVpxuSX,1,0,0,1
2725,FneePKFVHT,0,0,2,0
2726,FneePKFVHT,0,0,0,2
2727,FneePKFVHT,0,0,2,0
2728,FneePKFVHT,0,0,2,0
2729,FneePKFVHT,2,0,0,0
2730,FoDU47u2jk,4,0,5,2
2731,FoDU47u2jk,7,0,3,1
2733,FoDU47u2jk,4,0,7,0
2734,FoDU47u2jk,2,0,9,0
2736,FoDU47u2jk,4,0,6,1
2738,Fqhwxyh4VN,0,0,1,1
2739,Fqhwxyh4VN,0,0,1,1
2740,Fqhwxyh4VN,0,0,1,1
2741,Fqhwxyh4VN,0,0,2,0
2742,Fqhwxyh4VN,0,0,1,1
2743,Fqhwxyh4VN,0,0,1,1
2750,FtfV0UuRGz,3,1,2,0
2751,FtfV0UuRGz,3,0,0,0
2752,FtfV0UuRGz,2,1,0,0
2753,FtfV0UuRGz,3,0,0,0
2754,FtfV0UuRGz,3,0,3,0
2755,FtfV0UuRGz,4,0,1,1
2756,FtfV0UuRGz,2,0,3,1
2757,FtfV0UuRGz,4,0,1,1
2758,FzP6XZGG4d,4,0,0,0
2759,FzP6XZGG4d,3,1,0,0
2760,FzP6XZGG4d,4,0,0,0
2761,FzP6XZGG4d,4,0,0,0
2762,FzP6XZGG4d,4,0,0,0
2779,G4D0YzzZEk,3,0,0,0
2780,G4D0YzzZEk,3,0,0,0
2781,G4D0YzzZEk,0,0,2,1
2782,G4D0YzzZEk,3,0,0,0
