arm,band,orid,space_id,sha,paper_title,inscope_claims,total_claims,judged_at
primary,m=2,O57TtEyCrW,rdubwiley/prediction-powered-risk-monitoring-of-deployed-repro,4442a87364ee1fbb26e0e67782a5f0e55add5dc7,Prediction-Powered Risk Monitoring of Deployed Models for Detecting Harmful Distribution Shifts,6,6,2026-07-23T17:23:25+00:00
primary,m=3-5,yhvzMLgpdV,michaldobiezynski/repro-step-size-stability-in-stochastic-optimization-a-theoretical-perspective,6151d2f60dc149789c913bd74f59710e15236b3e,Step-Size Stability in Stochastic Optimization: A Theoretical Perspective,5,5,2026-07-28T23:00:41+00:00
primary,m=3-5,0tgzJK50Jz,tongxinb/repro-triattention-efficient-long-reasoning-with-trigonometric-kv-compression,c1a3a4714054a6d346e6ff1d93b3b44a71ef1c9b,TriAttention: Efficient Long Reasoning with Trigonometric KV Compression,5,5,2026-07-23T11:39:36+00:00
primary,m=3-5,xf1OYJfvqj,sotayamashita/repro-joint-learning-in-the-gaussian-single-index-model,e18b4ffe2391c6e0314a1ff6030f3cbdbdf2e738,Joint Learning in the Gaussian Single Index Model,4,4,2026-07-29T16:22:54+00:00
primary,m=3-5,DfZS0M8leJ,amkkk/generalized-linear-bandits-with-memory-repro,d11e1c8347e64bf5ddd67d2411deabc2538a40dd,Generalized Linear Bandits with Memory,2,2,2026-07-23T03:31:46+00:00
primary,m=3-5,w0JhOFWPJl,DineshAI/w0JhOFWPJl,99fe60c3e039cca7f578d252ff6252e47c84718a,The Devil is in the Condition Numbers: Why is GLU Better than non-GLU Structure?,6,6,2026-07-29T12:08:21+00:00
primary,m=3-5,o1Tn2ie0Wy,amkkk/repro-cost-aware-stopping-for-bayesian-optimization,701b40e3a22b7e390304eb85ff2ca74971ddd063,Cost-aware Stopping for Bayesian Optimization,4,4,2026-07-20T09:06:58+00:00
primary,m=3-5,FzP6XZGG4d,SabaPivot/repro-human-ai-collaborative-uncertainty-quantification,2ab29bf46f56f9931eeeb1296194f784dd914e6a,Human-AI Collaborative Uncertainty Quantification,5,5,2026-08-01T18:12:08+00:00
primary,m=3-5,Zlw4Kl5HEF,tomyimkc/repro-probabilistic-bisection-algorithm-provably-achieves-exponential-convergence,272a25ba9962bf21b2a8554fd6c886bc614a4d70,Probabilistic Bisection Algorithm Provably Achieves Exponential Convergence,2,2,2026-08-02T01:17:49+00:00
primary,m=3-5,vMcu1h3fOV,algorise/repro-joint-model-and-data-sparsification-via-the-marginal-likelihood,e14dff1f03f7ba1a1637df60dbe5ccd33e7ec353,Joint Model and Data Sparsification via the Marginal Likelihood,4,4,2026-07-31T15:06:04+00:00
primary,m=3-5,6n7gXOvdwm,dave1368/repro-ruleplanner-3d-floorplanning,b52a4965f658515ec1b4766f080bbfdc8a8c84e6,RulePlanner: All-in-One Reinforcement Learner for Unifying Design Rules in 3D Floorplanning,5,5,2026-08-01T15:42:48+00:00
primary,m=3-5,7xwOy8C00l,MarxistLeninist/repro-sam-hallucinate-minimizers,eb9cb2d058de1705a74fde6116efc8517dce115b,Sharpness-Aware Minimization Can Hallucinate Minimizers,6,6,2026-07-26T01:27:51+00:00
primary,m=3-5,jn7gGAya5h,amkkk/repro-a-direct-second-order-method-for-solving-two-player-zero-sum-games,730223cac1a06264e7852617b7b0be0735e82954,A Direct Second-Order Method for Solving Two-Player Zero-Sum Games,5,5,2026-07-30T12:58:56+00:00
primary,m=3-5,mWxEAgz3xu,ICML-2026-agent-repro/repro-characterizing-agents-in-production,c56ac38fd263ceb3dd4526522a51c2141ee84d1a,Measuring Agents in Production,5,5,2026-07-24T22:44:49+00:00
primary,m=3-5,IkPdV0stxX,vimarsh/repro-sample-margin-aware-recalibration-of-temperature-scaling,cdcaa21694eea591a5ed87e9adae9afb21fc6df4,Sample Margin-Aware Recalibration of Temperature Scaling,6,6,2026-07-21T11:53:20+00:00
primary,m=3-5,Km8yqb7SfN,ProCreations/repro-inference-aware-meta-alignment-of-llms-via-non-linear-grpo,7c09ddd7bdae2051ec4722ca3deb229f59700aa4,Inference-Aware Meta-Alignment of LLMs via Non-Linear GRPO,6,6,2026-07-31T20:15:42+00:00
primary,m=3-5,kWxN36TDN8,SabaPivot/repro-mec-machine-learning-assisted-generalized-entropy-calibration-for-semi-supervised-mean-est,8b9f39a9102dbfb63b4767eebd3e4306ef2816c2,MEC: Machine-Learning-Assisted Generalized Entropy Calibration for Semi-Supervised Mean Estimation,5,5,2026-07-31T15:46:47+00:00
primary,m=3-5,D2evvc90tF,sugan04/ICML2026_46_repro,49cae8c3cbf1ddb44957a8afa2421f6083d2a2af,Can Microcanonical Langevin Dynamics Leverage Mini-Batch Gradient Noise?,4,4,2026-07-22T22:29:47+00:00
primary,m=3-5,2UH01A9Za0,wrice/repro-direct-2uh01a9za0-codex02,b99025094069f174eea6df5a0fead5e7c9e2776b,Towards Efficient LLMs Annealing with Principled Sample Selection,5,5,2026-07-31T23:06:42+00:00
primary,m=3-5,djASMk0bzO,michaldobiezynski/repro-richer-bayesian-last-layers-with-subsampled-ntk-features,08992332dce481f0271a8d637b8c250890ac45a8,Richer Bayesian Last Layers with Subsampled NTK Features,6,6,2026-07-25T22:47:45+00:00
primary,m=3-5,Wfe1iJocjF,Umong/repro-flashoptim-optimizers-for-memory-efficient-training,3d08af0ec7915af871e0494b91e1c3aff867e1af,FlashOptim: Optimizers for Memory-Efficient Training,6,6,2026-07-24T08:41:12+00:00
primary,m=3-5,aDLJNoseDH,SabaPivot/repro-neural-quantum-states-mixed-precision,82d72f10d8db75ffc1a4015fab6edf57d01fbdc1,Neural Quantum States in Mixed Precision,6,6,2026-07-28T15:17:52+00:00
primary,m=3-5,wwqrH4mwGq,tomyimkc/repro-improved-distribution-estimation-in-l-infinity,f2c7172add30d99050fa44b85d05615266450313,Improved Distribution Estimation in $\ell_\infty$,5,5,2026-08-01T21:37:42+00:00
primary,m=3-5,d5rd1zlHTf,ProCreations/repro-federated-causal-inference-via-propensity-score-aggregation,3a55ff955c805cb1e626bcc4b49e5f082e1822cc,MASH: Modeling Abstention via Selective Help-Seeking,6,6,2026-07-27T11:43:20+00:00
primary,m=3-5,aIH1jyU37z,Aswini-Kumar/paper-34584-repro,9176962d85cbc5aa6948d0b3c9548a84b182d9e0,Foundations of Equivariant Deep Learning: Unifying Graph and Sheaf Neural Networks,4,4,2026-07-24T15:14:09+00:00
primary,m=3-5,06Nk3dJDMq,VeigaPunk/repro-steer-like-the-llm-activation-steering-that-mimics-prompting,f88c8f0f68d5f221c4c96e8179aec6829d4a66fc,Steer Like the LLM: Activation Steering that Mimics Prompting,6,6,2026-07-22T15:52:19+00:00
primary,m=3-5,WUjk3RVZyV,AceVikings/repro-when-shared-knowledge-hurts-spectral-over-accumulation-in-model-merging,e437fced54747f3faa0684c8842d192535377d6b,When Shared Knowledge Hurts: Spectral Over-Accumulation in Model Merging,6,6,2026-07-22T10:20:03+00:00
primary,m=3-5,fFupHW7Jqx,agharsallah/ffuphw7jqx-logbook,a128741cc60986508df96a0879b4049be5e8fc34,Minimax Optimal Strategy for Delayed Observations in Online Reinforcement Learning,5,5,2026-07-23T00:40:46+00:00
primary,m=3-5,71122,pranaysuyash/71122,9a5520f3543325b17d5dd6a5dc21bbda4dfe75db,,5,5,2026-07-24T05:41:47+00:00
primary,m=3-5,s87tQaKAER,DineshAI/s87tQaKAER,a6203b319a527d95c1d5fd23a7aa3efdcd787134,Zeroth-Order Optimization at the Edge of Stability,6,6,2026-07-26T14:04:46+00:00
primary,m=3-5,tJP3FxzSPs,wrice/repro-video-salmonn-s-memory-enhanced-streaming-audio-visual-llm,4393f5aa07bff845221a7f4f956a7ad3887d983c,video-SALMONN S: Memory-Enhanced Streaming Audio-Visual LLM,6,6,2026-08-01T20:58:31+00:00
primary,m=3-5,ay4Q69fAJL,amkkk/repro-conservation-laws-for-modern-neural-architectures,1bc67056e86a9b00e1ecb1f3ddb9cdc712ca9dba,Conservation Laws for Modern Neural Architectures,5,5,2026-07-31T11:35:19+00:00
primary,m=3-5,t4SltdwuLF,HamsterSashka/repro-pca-of-probability-measures-sparse-and-dense-sampling-reg,316275bf2a7d8d77a1c31c8d2ecaf8376ce0e293,PCA of Probability Measures: Sparse and Dense Sampling Regimes,5,5,2026-07-27T01:47:38+00:00
primary,m=3-5,eGjl7UgeWE,algorise/repro-minimax-optimal-policy-regret-in-partially-observable-markov-games,d32db51f6c03c41e615372fa7d6b11afd1dc13b9,Minimax-Optimal Policy Regret in Partially Observable Markov Games,5,5,2026-07-31T19:12:30+00:00
primary,m=3-5,4K54YHTG2i,arvkevi/natural-hypergradient-descent-repro,421c27626351f55e0c82166aa1872e7fca9d68fc,"Natural Hypergradient Descent:  Algorithm Design, Convergence Analysis, and Parallel Implementation",5,5,2026-07-21T01:14:56+00:00
primary,m=3-5,zPjmtawzT8,VINAY-UMRETHE/repro-pse-icml2026,09d789fae410775f3e3c68bf518ec03c05ead42f,Persistent Semantic Entities in Tool-Augmented LLM Systems,3,3,2026-07-16T02:17:34+00:00
primary,m=3-5,PfarHkQG8e,SabaPivot/repro-csg-cognitive-structure-generation-for-intelligent-education,88b656b59cb41f06455432c5214c031e0018fc68,CSG: Cognitive Structure Generation for Intelligent Education,2,2,2026-07-23T20:03:40+00:00
primary,m=3-5,s7wV3xGQFL,MarxistLeninist/repro-coverage-improvement-and-fast-convergence-of-on-policy-preference-learning,3b80d7718fa09175a65d70ecf6da53115058932d,Coverage Improvement and Fast Convergence of On-policy Preference Learning,5,5,2026-07-22T19:22:44+00:00
primary,m=3-5,y3qyP3ycQi,ai-sherpa/federated-causal-propensity-aggregation-repro,2516012de4ea8db8a2cfbfe343aa2ae11d8caec5,Federated Causal Inference on Multi-Site Observational Data via Propensity Score Aggregation,6,6,2026-07-30T19:55:18+00:00
primary,m=3-5,I4LNtQHQBK,ai-sherpa/feature-resemblance-analogical-reasoning-repro,aa22aa51f467bec66a5c583d4b453667f9ffadcd,Feature Resemblance: Towards a Theoretical Understanding of Analogical Reasoning in Transformers,6,6,2026-07-31T11:26:56+00:00
primary,m=3-5,M4bE60aa1C,michaldobiezynski/repro-tn-shap-g-graph-structured-tensor-network-surrogates-for-shapley-values-and,4a1610de0be59c231791c2a15463492c539d8b1f,TN-SHAP-G: Graph-Structured Tensor Network Surrogates for Shapley Values and Interactions,6,6,2026-07-26T09:13:51+00:00
primary,m=3-5,QdDli9UoLK,sotayamashita/repro-ultralif-differentiable-spiking-networks,ab8f791e9575f3aa2ece4b499b66d7b95a81b02c,UltraLIF: Fully Differentiable Spiking Neural Networks via Ultradiscretization and Max-Plus Algebra,6,6,2026-07-28T10:58:16+00:00
primary,m=3-5,FJLz8swPpd,rahit/repro-beyond-structural-symmetries-linear-mode-connectivity-via-neuron-identifiability,79bf8049d9208bd3ddf59b16133331e155ba3b2c,Beyond Structural Symmetries: Linear Mode Connectivity via Neuron Identifiability,6,6,2026-07-25T14:32:46+00:00
primary,m=3-5,SKH7vcWZSv,ai-sherpa/fair-transit-stop-placement-clustering-repro,a37da9b60106cf564f3f6ab962d66e7922cfdb4f,Fair Transit Stop Placement: A Clustering Perspective and Beyond,5,5,2026-07-31T16:04:42+00:00
primary,m=3-5,qhG8ONjZK0,snaykey/repro-enmf,d1113f143e1fa2e20ca9c4b8d018b3d895fe8186,An Exterior Method for Nonnegative Matrix Factorization,6,6,2026-07-25T15:27:36+00:00
primary,m=3-5,GcCBoFM8u9,Storm1t/repro-achieving-logarithmic-regret-in-kl-regularized-zero-sum-markov-games,9386d2a705a746eb1d5c3f4026c822bf1f43833e,Achieving Logarithmic Regret in KL-Regularized Zero-Sum Markov Games,5,5,2026-07-27T01:08:13+00:00
primary,m=3-5,Pmsc4yytlf,algorise/repro-on-the-interaction-of-batch-noise-adaptivity-and-compression-under-l-0-l-1-smoothness-an-s,108f970c44234b2aaf8327091300d2026ecdbe18,"On the Interaction of Batch Noise, Adaptivity, and Compression, under $(L_0,L_1)$-Smoothness: An SDE Approach",5,5,2026-07-29T05:51:22+00:00
primary,m=3-5,t73XUJvyQr,ParetoOptimal/repro-llapdiff,e2f944adcc5595bd74d125e172b56f56e879f10f,Latent Laplace Diffusion for Irregular Multivariate Time Series,5,5,2026-07-23T23:25:05+00:00
primary,m=3-5,e6hVbhHEXh,SabaPivot/repro-efficient-neural-controlled-differential-equations-via-attentive-kernel-smoothing,8f8f8840bec365bd84e4a42f21c800b14dba434b,Efficient Neural Controlled Differential Equations via Attentive Kernel Smoothing,6,6,2026-08-01T17:50:35+00:00
primary,m=3-5,mrtg4NmvAe,ProCreations/repro-networked-information-aggregation-for-binary-classification,9375b643c1a0c1ea0a0b82ab0b07c9715948a9f5,Networked Information Aggregation for Binary Classification,5,5,2026-07-29T11:54:56+00:00
primary,m=3-5,ya4nicrVDf,amkkk/repro-kan-gd-bounds,caa3cd02c5298361d13b5ac593fcaa5f6d61e2b0,"Optimization,  Generalization and Differential Privacy Bounds for Gradient Descent on Kolmogorov–Arnold Networks",5,5,2026-07-29T05:25:39+00:00
primary,m=3-5,4yzY0GFIJj,wrice/repro-q-sched,1e7122ebccf22dcf20b99b46cbe6076eb7684006,Q-Sched: Pushing the Boundaries of Few-Step Diffusion Models with Quantization-Aware Scheduling,5,5,2026-08-01T01:47:11+00:00
primary,m=3-5,2wDrJ5lZaF,rahit/repro-sampling-and-identity-testing-without-approximate-tensorization-of-entropy,4afd62e0ef4e57208312de4f374063d7e6b53916,Sampling and Identity-Testing Without Approximate Tensorization of Entropy,5,5,2026-07-23T02:49:27+00:00
primary,m=3-5,PUIivg3GrO,DineshAI/PUIivg3GrO,aa3896dab9545abb3f70e0929c385172fa6f1aea,On the Existence of Consistent Adversarial Attacks in High-Dimensional Linear Classification,5,5,2026-08-01T20:26:02+00:00
primary,m=3-5,ZVyd4r9Xl5,nizda/repro-beyond-majority-voting,7c0c4e608655933102ef9f2983d3d0398159e081,Beyond Majority Voting: LLM Aggregation by Leveraging Higher-Order Information,6,6,2026-07-23T20:40:42+00:00
primary,m=3-5,2A9FaOnzby,Srishti280992/repro-prototype-grounded-concept-models-for-verifiable-concept-alignment,627ecc6a37a2203f30df8288ba256fded2e86450,Prototype-Grounded Concept Models for Verifiable Concept Alignment,6,6,2026-08-01T07:41:48+00:00
primary,m=3-5,opfSL15Uc4,amkkk/repro-clustering-in-deep-stochastic-transformers,cd88c9a760bc68d1f7c5466c9ce856cf8741db12,Clustering in Deep Stochastic Transformers,5,5,2026-07-21T10:45:12+00:00
primary,m=3-5,piWlEHb4Db,agharsallah/piwlehb4db-logbook,80051982c955b6a51eef32da9f75b84f3e2dfa81,Non-Euclidean Gradient Descent Operates at the Edge of Stability,6,6,2026-07-21T15:28:55+00:00
primary,m=3-5,3EcT46wsdc,Umong/repro-efficiently-training-time-to-first-spike-spiking-neural-networks-from-scratch,174bd12e169ea9d408b9cfb5c153cb02a6d2f827,Efficiently Training Time-to-First-Spike Spiking Neural Networks from Scratch,5,5,2026-07-23T21:49:13+00:00
primary,m=3-5,L0T4pmqkMg,MarxistLeninist/repro-agd-l0l1-smoothness,a37b7f6c70b264f33049171c7f195572fd346088,"Near-Optimal Convergence of Accelerated Gradient Methods under Generalized and $(L_0,L_1)$-Smoothness",5,5,2026-07-30T22:43:35+00:00
primary,m=3-5,sj5OQIMAsp,arvkevi/repro-robust-maximal-lotteries,b77d2ae8c42cd798b7b9388ac0a3dd01bcce1ee5,Robust AI Evaluation through Maximal Lotteries,5,5,2026-07-21T21:12:17+00:00
primary,m=3-5,daiccpXZfU,nstp/repro-learning-unanimously-acceptable-lotteries-via-queries,335f8bc1e59a71bb6119ff66daaa4130dbb378d4,Learning Unanimously Acceptable Lotteries via Queries,5,5,2026-07-26T15:38:53+00:00
primary,m=3-5,d6BqyajwMj,amkkk/repro-a-formal-comparison-between-chain-of-thought-and-latent-thought,6fe064dbcf3a5ed861a0b52cf586f8b88afd02f5,A Formal Comparison Between Chain of Thought and Latent Thought,6,6,2026-07-27T15:43:31+00:00
primary,m=3-5,sJ7ngz2eQx,ProCreations/icml2026-repro-sj7ngz2eqx,d3ac044a31fd95dafddc8e4c8a29fa68ff076a1b,A Unifying View of Variational Generative Wasserstein Flows,6,6,2026-08-01T21:28:28+00:00
primary,m=3-5,fTl7NXYtAB,Crusadersk/icml26-nonparam-recalibration-repro,9157af1ac3b94aee0db4a1c6098f4d6be286ac3d,Nonparametric Distribution Regression Re-calibration,5,5,2026-07-23T14:43:31+00:00
primary,m=3-5,Yd1jFl0jBt,ai-sherpa/quantum-nested-expectations-repro,dd693730ec757a9b4408b814042e26ae44a9006a,Optimal Quantum Speedups for Repeatedly Nested Expectation Estimation,5,5,2026-07-26T14:07:04+00:00
primary,m=3-5,miVCnnDatA,ai-sherpa/kernel-regression-uniform-bounds-repro,563530e254164dd6c0dd9cb8ab675b44c226e14e,On Uniform Error Bounds for Kernel Regression under Non-Gaussian Noise,3,3,2026-07-19T12:40:28+00:00
primary,m=3-5,FiCxlfjkhc,michaldobiezynski/repro-outcome-aware-spectral-feature-learning-for-instrumental-variable-regression,08c3ea89ac463c38068a8ef2d25a780139c37bbe,Outcome-Aware Spectral Feature Learning for Instrumental Variable Regression,6,6,2026-07-25T22:49:14+00:00
primary,m=3-5,VAXW59dyfk,bertfil/VAXW59dyfk,ec6c18d02e4dc7b1c38f7f4bd1573f152dfc02d0,Optimal Decision-Making Based on Prediction Sets,4,4,2026-07-20T12:04:11+00:00
primary,m=3-5,Hpfybj9wkd,amkkk/repro-spurious-correlation-preference-learning,de14283d4642e1b9c0072a522da315adf60605f8,"Spurious Correlation Learning in Preference Optimization: Mechanisms, Consequences, and Mitigation via Tie Training",5,5,2026-08-01T22:53:07+00:00
primary,m=3-5,EtAwPLwiX5,RyeCatcher/repro-projection-free-algorithms-for-minimax-problems,a1ec9ed8f4f4a61af9a142d0c6c2c0ed47043e66,Projection-Free Algorithms for Minimax Problems,5,5,2026-07-29T08:12:07+00:00
primary,m=3-5,AmgjQp4vrr,Srishti280992/repro-clipping-makes-distributed-and-federated-asynchronous-sgd-robust-to-stragglers,acbcb3201935b0ea45342275667ecdb6389ac4d1,Clipping Makes Distributed and Federated Asynchronous SGD Robust to Stragglers,6,6,2026-08-01T10:12:58+00:00
primary,m=3-5,yKgAjMNkQO,ProCreations/repro-koopman-flow-trajectory-preserving-linearization,75f53147e4c5896d5196fe22789767686f5f4a20,Unfolding Generative Flows with Koopman Operators: Trajectory-Preserving Linearization,6,6,2026-07-30T04:44:04+00:00
primary,m=3-5,4MVVscCjYu,sotayamashita/repro-adam-zero-sum-games-ode-thirteenth-a,26091b0a7d8713b47d618b189e12c2b7deb60694,Understanding Dynamics of Adam in Zero-Sum Games: An ODE Approach,6,6,2026-07-31T14:57:06+00:00
primary,m=3-5,mtRgrp0u7Z,Srishti280992/repro-robust-stochastic-gradient-posterior-sampling-with-lattice-based-discretisation,5f410c6f4b0f2934fcd07dd4c1335bd265a9b428,Robust Stochastic Gradient Posterior Sampling with Lattice Based Discretisation,6,6,2026-08-01T16:17:03+00:00
primary,m=3-5,4oU82peL8f,gogorun12/repro-rel-relational-reasoning,ab9a8fcc9c89e688f3e087784e0b92b850ef28bd,Evaluating Relational Reasoning in LLMs with REL,6,6,2026-07-23T23:24:25+00:00
primary,m=3-5,UEeBGrOGa8,AceVikings/repro-18911-claim2,836a8153d866e9506f7ab395ab6f003dfc22d7bb,Revisiting Neural Processes via Fourier Transform and Volterra Series,6,6,2026-07-23T19:15:38+00:00
primary,m=3-5,T7y2wavrFM,imadreamerboy/repro-double-dilemma-multi-task-radiology,b13444a70bced0a84b0ee3c0602e24a448ac90fa,The Double Dilemma in Multi-Task Radiology Report Generation: A Gradient Dynamics Analysis and Solution,5,5,2026-07-23T13:42:22+00:00
primary,m=3-5,1tbhBSXcyX,abhishekkataria16/relaycaching-accelerating-llm-logbook,7af17bf5593975fc14841175ea45288c48fe2b35,RelayCaching: Accelerating LLM Collaboration via Decoding KV Cache Reuse,6,6,2026-07-22T03:54:31+00:00
primary,m=3-5,DK0kvnNelx,wrice/repro-flexrank-dk0kvnnelx,cd5b6ccd2164a316d8321f2359e0d47e3c2f5e1e,FlexRank: Nested Low-Rank Knowledge Decomposition for Adaptive Model Deployment,6,6,2026-07-31T23:03:04+00:00
primary,m=3-5,5hDvooOKUP,DineshAI/5hDvooOKUP,ee7918f73bbe813c94ea90e8df071bca5383bdd0,Adaptive Estimation and Inference in Semi-parametric Heterogeneous Clustered Multitask Learning via Neyman Orthogonality,6,6,2026-07-24T20:17:54+00:00
primary,m=3-5,nj1oXU2tln,Srishti280992/repro-codetaste-can-llms-generate-human-level-code-refactorings,cf3a5e5f2d8ce33b1c9d4a4658a2d9d6debd0614,CodeTaste: Can LLMs Generate Human-Level Code Refactorings?,6,6,2026-07-30T19:55:39+00:00
primary,m=3-5,0xOj6kVMbb,qy2100/repro-ballast-bayesian-active-learning-with-look-ahead-amendment-for-sea-drifter-trajectories-un,c1ff7cce64069c1fde7fb54c20c3be5c83bef021,BALLAST: Bayesian Active Learning with Look-ahead Amendment for Sea-drifter Trajectories under Spatio-Temporal Vector Fields,5,5,2026-07-24T06:16:17+00:00
primary,m=3-5,ExQfs4Agz2,Srishti280992/repro-revisiting-ml-training-under-fully-homomorphic-encryption-convergence-guarantees-different,2efa5cd76c92595c6d7cfbcf5cbcdab88fa069e9,"Revisiting ML Training under Fully Homomorphic Encryption: Convergence Guarantees, Differential Privacy, and Efficient Algorithms",3,3,2026-07-19T02:35:31+00:00
primary,m=3-5,iVj5Rdwb6I,ai-sherpa/tight-margin-voting-bounds-repro,a10d4b7f111492f4e433490591eb3e289d6abed2,Tight Margin-Based Generalization Bounds for Voting Classifiers over Finite Hypothesis Sets,5,5,2026-07-28T16:18:29+00:00
primary,m=3-5,ea4sx1kxDz,sotayamashita/repro-speculative-coupled-decoding,8ca1f2461e918bac4b4dabc8ceda887445ff325d,Speculative Coupled Decoding for Training-Free Lossless Acceleration of Autoregressive Visual Generation,6,6,2026-07-31T14:36:37+00:00
primary,m=3-5,o54x4zOWuy,ai-sherpa/clasp-convex-squared-penalties-repro,dac60318d64c78e36fd88151927481d6a744a995,CLASP: Online learning algorithms for Convex Losses And Squared Penalties,4,4,2026-07-28T00:32:33+00:00
primary,m=3-5,7XUocfk7eQ,vimarsh/repro-federated-bilevel-performative-prediction,3e03907731090603907d76e4efcdc4b29a2f4c74,Federated Bilevel Performative Prediction,5,5,2026-07-28T08:05:41+00:00
primary,m=3-5,ttOGqk77go,Edd16/icml2026-ttOGqk77go-repro,f70b3cdc4d91f28f4ff4e5a3d0b2480fda87d7e1,Beyond Temperature: Hyperfitting as a Late-Stage Geometric Expansion,5,5,2026-07-24T15:37:14+00:00
primary,m=3-5,Sh3rKEAxlW,abhishekkataria16/claim-Sh3rKEAxlW-logbook,6e17274b5fd322432ee73037e655c3393df5e9df,MDN: Parallelizing Stepwise Momentum for Delta Linear Attention,6,6,2026-07-25T10:15:59+00:00
primary,m=3-5,QYpByrxSTg,amkkk/repro-dp-range-subgraph-counting,e52699f8c9f8e81e3d48c7e963882bdbb1418e93,Differentially Private Range Subgraph Counting,5,5,2026-07-29T05:24:50+00:00
primary,m=3-5,MXvuMNd3oI,rdubwiley/repro-understanding-catastrophic-forgetting-in-lora-via-mean-field-attention-dynamics,a1678d139e4bfb274e77fe793159180a7f9191b6,Understanding Catastrophic Forgetting In LoRA via Mean-Field Attention Dynamics,5,5,2026-07-21T07:49:51+00:00
primary,m=3-5,FXWnvznHMW,amkkk/repro-anytime-valid-delayed-design,542ca0d94abbc892ee5e218a8dfd7b0f8a861015,Design-Based Anytime-Valid Inference for Randomized Experiments with Delayed Outcomes and Staggered Entry,5,5,2026-07-29T04:49:37+00:00
primary,m=3-5,Hnty5t1TNg,DineshAI/Hnty5t1TNg,0b599ee923d806f84ad7ccbb46818303bed98ea1,Multi-Level Strategic Classification: Incentivizing Improvement through Promotion and Relegation Dynamics,5,5,2026-08-01T02:24:41+00:00
primary,m=3-5,dDkl5ZcyTl,snaykey/repro-speedbench,2e9b016f74460c4c746a7627216f0fa321e8c095,Markov Chain Monte Carlo without Evaluating the Target: an Auxiliary Variable Approach,5,5,2026-07-26T20:27:44+00:00
primary,m=3-5,kcnuX4xEpL,ashish-soni08/repro-quadratically-regularized-optimal-transport-localization-bounds,5a72729cce13219e367c9d9fe245d80704afa087,Quadratically Regularized Optimal Transport: Localization Bounds and Affine Case Analysis,5,5,2026-07-23T20:59:05+00:00
primary,m=3-5,eldrXxp9eG,ai-sherpa/shuffling-private-vector-mean-repro,10e76d3093d29dfb4c7c468d40e6d19939df7996,Shuffling-Aware Optimization for Private Vector Mean Estimation,5,5,2026-07-28T15:45:12+00:00
primary,m=3-5,vIZz7LvObC,gkalyanaraman3/vIZz7LvObC,d89f11a5e71766f4e4bfb6848aff7d5f69a66d39,TokSuite: Measuring the Impact of Tokenizer Choice on Language Model Behavior,4,4,2026-07-23T10:37:18+00:00
primary,m=3-5,ronJusfDvK,RyeCatcher/repro-amortized-simulation-based-inference-in-generalized-bayes-via-neural-posterior-estimation,fb84cede8fda98f9a7326551c0cacf6a840881c3,Amortized Simulation-Based Inference in Generalized Bayes via Neural Posterior Estimation,6,6,2026-07-28T05:52:05+00:00
primary,m=3-5,a3GdvuPItd,sotayamashita/repro-selecting-samples-on-graphs,5d3a81d3c6b02f5668dff16435c54a5095f3feb7,Selecting Samples on Graphs: A Unified Dataset Pruning Framework for Lossless Training Acceleration,6,6,2026-07-31T14:37:13+00:00
primary,m=3-5,3qX5RS8kpJ,abhishekkataria16/claim-3qX5RS8kpJ-logbook,8b8e827debef10b8a48c6fbd05968dd9a4ff3b59,Dual-View Predictive Diffusion: Lightweight Speech Enhancement via Spectrogram-Image Synergy,6,6,2026-07-23T17:00:38+00:00
primary,m=3-5,HigEPnWgLQ,neonforestmist/adaptive-multiround-allocation-repro,87cde7393de00266fe072f3564ca11adc1ef0996,Adaptive Multi-Round Allocation with Stochastic Arrivals,5,5,2026-07-27T21:19:29+00:00
primary,m=3-5,yTFTLj7MoN,AceVikings/repro-on-the-role-of-batch-size-in-stochastic-conditional-gradient-methods,c80c078e2963dcd1c1aadf2100e35042d789d7de,On the Role of Batch Size in Stochastic Conditional Gradient Methods,6,6,2026-07-20T18:03:14+00:00
primary,m=3-5,txswvMHt4u,tpls/repro-hsr-robust-transfer,d0b6a2c4ecda77c591fcba9e46f4872bb79c293a,Hierarchical Successor Representation for Robust Transfer,5,5,2026-07-20T16:19:10+00:00
primary,m=3-5,dfN4HMZbc9,ai-sherpa/when-to-trust-the-cheap-check-repro,8dffa69a6a69065e6942c4627623e1108a85b206,When to Trust the Cheap Check: Weak and Strong Verification for Reasoning,5,5,2026-08-01T15:32:45+00:00
primary,m=3-5,fiTjjAgkiC,rahit/repro-stationary-mmd-points,ad2707468a7551e032f2063ee3942a4937916e9b,Stationary MMD Points,5,5,2026-07-24T17:13:41+00:00
primary,m=3-5,MpBeXMurIb,DineshAI/MpBeXMurIb,ded759a129dc1853a7803ba774ce65fa05a082f9,Test-Time Training with KV Binding Is Secretly Linear Attention,6,6,2026-07-31T05:44:48+00:00
primary,m=3-5,v2rdJBVVEt,amkkk/repro-graph-cf-contrastive-learning,495dbf271b06090d3dcb3f12d20d14f9e49fe46f,Rethinking Contrastive Learning for Graph Collaborative Filtering: Limitations and a Simple Remedy,6,6,2026-07-31T12:15:29+00:00
primary,m=3-5,8k4om4zj5E,SabaPivot/repro-riemannian-networks-over-full-rank-correlation-matrices,85ab4775bf93229ba16747d7ec8c26d999e09cdb,Riemannian Networks over Full-Rank Correlation Matrices,6,6,2026-07-31T17:56:30+00:00
